aiA,Borys Lang,Attack Helicopter,manymagpie,moonmoth,user
0,0.333333333,0.333333333,0.333333333,Borys Lang
1,1,0,0,Attack Helicopter
2,1,0,0,Borys Lang
3,1,0,0,Attack Helicopter
4,1,0,0,Borys Lang
5,0.236659982,0.763340018,0,manymagpie
6,0.607401411,0.392598589,0,Attack Helicopter
7,0.843623302,0.156376698,0,Borys Lang
8,0.313336417,0.686663583,0,Attack Helicopter
9,0.251454606,0.748545394,0,Borys Lang
10,0.491190562,0.508809438,0,Attack Helicopter
11,0.286359017,0.713640983,0,manymagpie
12,0.503394053,0.496605947,0,manymagpie
13,0.603536538,0.396463462,0,Borys Lang
14,0.273864041,0.726135959,0,manymagpie
15,0.743938502,0.256061498,0,Borys Lang
16,0.238738708,0.761261292,0,manymagpie
17,0.453178345,0.546821655,0,Borys Lang
18,0.533263999,0.466736001,0,Attack Helicopter
19,0.94303871,0.05696129,0,manymagpie
20,0.528630879,0.471369121,0,Attack Helicopter
21,0.398007661,0.601992339,0,Borys Lang
22,0.365336338,0.217129771,0.41753389,moonmoth
23,0.803427383,0.133941702,0.062630915,Attack Helicopter
24,0.40642529,0.450445882,0.143128828,manymagpie
25,0.398666955,0.426946705,0.17438634,manymagpie
26,0.433558304,0.187793561,0.378648136,Attack Helicopter
27,0.346526035,0.11590074,0.537573225,Borys Lang
28,0.221632931,0.566978136,0.211388933,Attack Helicopter
29,0.378208135,0.251411395,0.370380469,manymagpie
30,0.309782755,0.379054706,0.311162539,Attack Helicopter
31,0.309635095,0.379231022,0.311133883,Attack Helicopter
32,0.543944731,0.120744212,0.335311057,manymagpie
33,0.367312942,0.264719069,0.367967988,moonmoth
34,0.532996875,0.346721858,0.120281268,Attack Helicopter
35,0.212034822,0.209929179,0.578035999,Attack Helicopter
36,0.277600178,0.276860565,0.445539257,Attack Helicopter
37,0.112313976,0.117302755,0.770383269,Attack Helicopter
38,0.204343405,0.212413036,0.583243558,Attack Helicopter
39,0.150216735,0.152059836,0.697723428,Attack Helicopter
40,0.159180854,0.685959935,0.154859211,moonmoth
41,0.312286545,0.399834853,0.287878602,Borys Lang
42,0.067984453,0.553300359,0.378715187,manymagpie
43,0.325967295,0.244674494,0.429358211,Borys Lang
44,0.147370432,0.515487562,0.337142006,Attack Helicopter
45,0.343711765,0.392727953,0.263560282,Borys Lang
46,0.364409269,0.363404779,0.272185951,manymagpie
47,0.121958585,0.180785555,0.69725586,Attack Helicopter
48,0.380867952,0.162850636,0.456281412,Borys Lang
49,0.405828706,0.312559694,0.2816116,manymagpie
50,0.326221718,0.228433692,0.445344591,Attack Helicopter
51,0.127368887,0.60160616,0.271024952,Borys Lang
52,0.580025122,0.153548503,0.266426376,manymagpie
53,0.41333125,0.24050726,0.34616149,Attack Helicopter
54,0.17442518,0.713599458,0.111975362,manymagpie
55,0.229226654,0.215161509,0.555611838,Borys Lang
56,0.202915398,0.528280779,0.268803823,manymagpie
57,0.3429933,0.476856005,0.180150694,Borys Lang
58,0.51956878,0.310810515,0.169620705,Borys Lang
59,0.344258863,0.480021816,0.175719321,Borys Lang
60,0.39925615,0.338378154,0.262365697,Attack Helicopter
61,0.625252041,0.154991757,0.219756202,manymagpie
62,0.24187558,0.213358815,0.544765604,Attack Helicopter
63,0.190040474,0.204775555,0.605183971,Borys Lang
64,0.416167046,0.333992431,0.249840523,Attack Helicopter
65,0.358490259,0.080684027,0.560825715,Attack Helicopter
66,0.40926281,0.296776408,0.293960782,moonmoth
67,0.311375579,0.216679459,0.471944962,manymagpie
68,0.406184584,0.290717861,0.303097555,Attack Helicopter
69,0.277397954,0.34743724,0.375164806,Borys Lang
70,0.085422967,0.551633389,0.362943644,Borys Lang
71,0.55124145,0.310200644,0.138557906,Attack Helicopter
aiA,Borys Lang,Attack Helicopter,manymagpie,moonmoth,user
0,0.333333333,0.333333333,0.333333333,Borys Lang
1,1,0,0,Attack Helicopter
2,1,0,0,Borys Lang
3,1,0,0,Attack Helicopter
4,1,0,0,Borys Lang
5,0.553527705,0.446472295,0,manymagpie
6,0.705018926,0.294981074,0,Attack Helicopter
7,0.655123098,0.344876902,0,Borys Lang
8,0.27739348,0.72260652,0,Attack Helicopter
9,0.469315075,0.530684925,0,Borys Lang
10,0.543253341,0.456746659,0,Attack Helicopter
11,0.284381425,0.715618575,0,manymagpie
12,0.774909256,0.225090744,0,manymagpie
13,0.60967569,0.39032431,0,Borys Lang
14,0.254416249,0.745583751,0,manymagpie
