aiA,Borys Lang,Attack Helicopter,manymagpie,moonmoth,user,,
4,0.706641116,0.293358884,0,0,Borys Lang,,
5,0.19139821,0.329234345,0.479367445,0,manymagpie,,
6,0.414922586,0.453174112,0.131903303,0,Attack Helicopter,,
7,0.350374917,0.546081915,0.103543168,0,Borys Lang,,
8,0.27185896,0.48697983,0.24116121,0,Attack Helicopter,,
9,0.451765681,0.252952208,0.29528211,0,Borys Lang,,
10,0.256102919,0.560720953,0.183176128,0,Attack Helicopter,,
11,0.146040714,0.297690013,0.556269273,0,manymagpie,,
12,0.198966389,0.262432282,0.538601329,0,manymagpie,,
13,0.688747069,0.179954532,0.131298399,0,Borys Lang,,
14,0.10006149,0.339732489,0.560206021,0,manymagpie,,
15,0.529981378,0.313810807,0.156207814,0,Borys Lang,,
16,0.082113768,0.732778397,0.185107835,0,manymagpie,,
17,0.459848079,0.276750732,0.263401189,0,Borys Lang,,
18,0.136515373,0.752405361,0.111079266,0,Attack Helicopter,,
19,0.438820542,0.077017844,0.484161614,0,manymagpie,,
20,0.210536561,0.599934401,0.189529038,0,Attack Helicopter,,
21,0.483498648,0.212484561,0.304016791,0,Borys Lang,,
22,0.171814087,0.104325197,0.283525668,0.440335048,moonmoth,,
23,0.446934246,0.278631428,0.182735967,0.091698359,Attack Helicopter,,
24,0.222501009,0.358713578,0.326701995,0.092083418,manymagpie,,
25,0.225582048,0.314206446,0.368505475,0.091706031,manymagpie,,
26,0.224409911,0.36370148,0.125897958,0.285990652,Attack Helicopter,,
27,0.441145823,0.201856209,0.099659886,0.257338082,Borys Lang,,
28,0.092139826,0.368783142,0.424595535,0.114481498,Attack Helicopter,,
29,0.23092316,0.112295431,0.333051843,0.323729567,manymagpie,,
30,0.103653023,0.6667779,0.120462358,0.109106719,Attack Helicopter,,
31,0.09923114,0.682008719,0.114350244,0.104409897,Attack Helicopter,,
32,0.2399678,0.039911519,0.291620658,0.428500022,manymagpie,,
33,0.181065448,0.111397946,0.192870695,0.514665911,moonmoth,,
34,0.169897227,0.433066413,0.279802058,0.117234301,Attack Helicopter,,
35,0.111404113,0.512907026,0.113055232,0.262633628,Attack Helicopter,,
36,0.194875111,0.412143407,0.180115945,0.212865537,Attack Helicopter,,
37,0.090702711,0.310308955,0.102313599,0.496674736,Attack Helicopter,,
38,0.111857641,0.487006979,0.112939783,0.288195597,Attack Helicopter,,
39,0.100190452,0.379546733,0.104346811,0.415916004,Attack Helicopter,,
40,0.094610446,0.3948446,0.095080562,0.415464391,moonmoth,,
41,0.827838932,0.055498145,0.062272518,0.054390405,Borys Lang,,
42,0.031721693,0.294558986,0.474568347,0.199150975,manymagpie,,
43,0.51582656,0.157553242,0.106971461,0.219648738,Borys Lang,,
44,0.082505419,0.351027692,0.37275469,0.193712199,Attack Helicopter,,
45,0.551548588,0.149688947,0.192571322,0.106191143,Borys Lang,,
46,0.269356079,0.182059996,0.438866993,0.109716932,manymagpie,,
47,0.037426232,0.196869469,0.051040112,0.714664187,Attack Helicopter,,
48,0.390312789,0.233240136,0.117144634,0.25930244,Borys Lang,,
49,0.235492625,0.165636771,0.435026357,0.163844247,manymagpie,,
50,0.142415861,0.55452663,0.105301781,0.197755728,Attack Helicopter,,
51,0.244280984,0.045940819,0.607553848,0.102224349,Borys Lang,,
52,0.352878775,0.071471633,0.445660801,0.129988791,manymagpie,,
53,0.244613171,0.420653652,0.147731313,0.187001864,Attack Helicopter,,
54,0.326720041,0.185898594,0.311133509,0.176247856,manymagpie,,
55,0.380278864,0.150445321,0.159214363,0.310061452,Borys Lang,,
56,0.117938404,0.329762592,0.411524381,0.140774623,manymagpie,,
57,0.326425676,0.279504156,0.273557904,0.120512264,Borys Lang,,
58,0.426522238,0.183403801,0.172020827,0.218053135,Borys Lang,,
59,0.30195852,0.243958533,0.349349662,0.104733285,Borys Lang,,
60,0.146743315,0.609323566,0.151630323,0.092302795,Attack Helicopter,,
61,0.342466553,0.112762689,0.421472611,0.123298146,manymagpie,,
62,0.114444344,0.564742738,0.097717557,0.223095361,Attack Helicopter,,
63,0.343847531,0.104827114,0.110524579,0.440800776,Borys Lang,,
64,0.206719055,0.409397636,0.21474386,0.169139449,Attack Helicopter,,
65,0.191532241,0.151937805,0.040600966,0.615928988,Attack Helicopter,,
66,0.241685363,0.202340317,0.192837132,0.363137187,moonmoth,,
67,0.170457164,0.137000441,0.367494015,0.325048381,manymagpie,,
68,0.197135621,0.546471799,0.115948574,0.140444007,Attack Helicopter,,
69,0.413857625,0.156756106,0.162647437,0.266738833,Borys Lang,,
70,0.312568768,0.073637678,0.290163658,0.323629895,Borys Lang,,
71,0.200893452,0.230810494,0.197463911,0.370832143,Attack Helicopter,,
aiA,Borys Lang,Attack Helicopter,manymagpie,moonmoth,user,,
0,1,0,0,0,Borys Lang,,
1,0.308819795,0.691180205,0,0,Attack Helicopter,,
2,0.68057254,0.31942746,0,0,Borys Lang,,
3,0.225573941,0.774426059,0,0,Attack Helicopter,,
4,0.730324527,0.269675473,0,0,Borys Lang,,
5,0.153465267,0.377684515,0.468850218,0,manymagpie,,
6,0.353359408,0.498620771,0.148019821,0,Attack Helicopter,,
7,0.349924575,0.549948695,0.10012673,0,Borys Lang,,
8,0.195751074,0.504679103,0.299569822,0,Attack Helicopter,,
9,0.559878287,0.229181208,0.210940505,0,Borys Lang,,
10,0.268112029,0.554880013,0.177007959,0,Attack Helicopter,,
11,0.149173464,0.326818517,0.524008019,0,manymagpie,,
12,0.229699757,0.237775092,0.532525151,0,manymagpie,,
13,0.700727456,0.170414315,0.128858229,0,Borys Lang,,
14,0.104698449,0.259086139,0.636215412,0,manymagpie,,
15,0.523368236,0.33719577,0.139435993,0,Borys Lang,,
16,0.172560386,0.413477564,0.41396205,0,manymagpie,,
17,0.445533548,0.312032226,0.242434227,0,Borys Lang,,
18,0.164942372,0.703331739,0.131725889,0,Attack Helicopter,,
19,0.467655157,0.099487568,0.432857275,0,manymagpie,,
20,0.221832174,0.584276399,0.193891427,0,Attack Helicopter,,
21,0.480766843,0.221958872,0.297274285,0,Borys Lang,,
22,0.129057119,0.111066769,0.157594596,0.602281517,moonmoth,,
23,0.225583021,0.413515863,0.259411379,0.101489736,Attack Helicopter,,
24,0.317140243,0.266461232,0.346622438,0.069776087,manymagpie,,
25,0.222958119,0.266839386,0.426263279,0.083939216,manymagpie,,
26,0.21843333,0.494203474,0.158770748,0.128592448,Attack Helicopter,,
27,0.493051754,0.240644833,0.11991033,0.146393084,Borys Lang,,
28,0.09440185,0.336709771,0.49904539,0.069842989,Attack Helicopter,,
29,0.28202376,0.160690324,0.459861457,0.097424459,manymagpie,,
30,0.10721154,0.672254828,0.12072502,0.099808612,Attack Helicopter,,
31,0.109912836,0.663368795,0.122135244,0.104583125,Attack Helicopter,,
32,0.226493947,0.086911298,0.552983462,0.133611293,manymagpie,,
33,0.170486199,0.148156619,0.163112459,0.518244724,moonmoth,,
34,0.171894036,0.514457719,0.188226141,0.125422104,Attack Helicopter,,
35,0.111520907,0.475707194,0.102264223,0.310507676,Attack Helicopter,,
36,0.157505495,0.37708543,0.137326618,0.328082457,Attack Helicopter,,
37,0.130121593,0.363328102,0.099654267,0.406896039,Attack Helicopter,,
38,0.10483684,0.441467323,0.101444674,0.352251164,Attack Helicopter,,
39,0.103959028,0.381587877,0.09273682,0.421716275,Attack Helicopter,,
40,0.089964097,0.474321052,0.076545572,0.359169279,moonmoth,,
41,0.710908852,0.081556478,0.131158056,0.076376614,Borys Lang,,
42,0.06048038,0.245521013,0.478191159,0.215807448,manymagpie,,
43,0.507175448,0.177870542,0.109479081,0.205474929,Borys Lang,,
44,0.0968336,0.385615748,0.303389965,0.214160687,Attack Helicopter,,
45,0.580318065,0.130081559,0.175672962,0.113927414,Borys Lang,,
46,0.130301318,0.229136408,0.509300112,0.131262162,manymagpie,,
47,0.068262782,0.386920237,0.105794423,0.439022559,Attack Helicopter,,
48,0.331222809,0.331924894,0.108711093,0.228141203,Borys Lang,,
49,0.218990179,0.161252401,0.44442396,0.17533346,manymagpie,,
50,0.15328502,0.538440308,0.108271418,0.200003254,Attack Helicopter,,
51,0.303213287,0.063887091,0.481387063,0.151512559,Borys Lang,,
52,0.336876314,0.076828572,0.444783582,0.141511532,manymagpie,,
53,0.261631555,0.365836908,0.15629468,0.216236857,Attack Helicopter,,
54,0.187579107,0.324681191,0.328507399,0.159232304,manymagpie,,
55,0.299489749,0.148188426,0.129459297,0.422862527,Borys Lang,,
56,0.142683155,0.28833774,0.389044316,0.179934789,manymagpie,,
57,0.397176458,0.2119173,0.227126014,0.163780228,Borys Lang,,
58,0.25829476,0.374206481,0.221332696,0.146166063,Borys Lang,,
59,0.16749491,0.099767134,0.667071368,0.065666588,Borys Lang,,
60,0.135676655,0.632538049,0.130675565,0.101109731,Attack Helicopter,,
61,0.436311683,0.081513757,0.356910986,0.125263574,manymagpie,,
62,0.11890029,0.566369954,0.106087943,0.208641813,Attack Helicopter,,
63,0.34204832,0.095924549,0.150451388,0.411575744,Borys Lang,,
64,0.240345252,0.323538862,0.282655293,0.153460593,Attack Helicopter,,
65,0.285516724,0.301245708,0.096417831,0.316819738,Attack Helicopter,,
66,0.239176304,0.154412985,0.205600676,0.400810034,moonmoth,,
67,0.186326709,0.13019005,0.357654191,0.32582905,manymagpie,,
68,0.179479344,0.574189594,0.118211921,0.128119142,Attack Helicopter,,
69,0.46214314,0.177349194,0.175860099,0.184647566,Borys Lang,,
70,0.294912984,0.064900704,0.287920709,0.352265602,Borys Lang,,
71,0.353595798,0.211769547,0.172942138,0.261692517,Attack Helicopter,,
aiA,Borys Lang,Attack Helicopter,manymagpie,moonmoth,user,,
0,1,0,0,0,Borys Lang,,
1,0.275829032,0.724170968,0,0,Attack Helicopter,,
2,0.670778871,0.329221129,0,0,Borys Lang,,
3,0.221519972,0.778480028,0,0,Attack Helicopter,,
4,0.758872443,0.241127557,0,0,Borys Lang,,
5,0.286675027,0.197680266,0.515644707,0,manymagpie,,
6,0.234909034,0.584127588,0.180963378,0,Attack Helicopter,,
7,0.416657611,0.462960642,0.120381747,0,Borys Lang,,
8,0.184719551,0.453468622,0.361811827,0,Attack Helicopter,,
9,0.370633312,0.444005142,0.185361546,0,Borys Lang,,
10,0.280956328,0.538925285,0.180118387,0,Attack Helicopter,,
11,0.148279388,0.383920878,0.467799734,0,manymagpie,,
12,0.273136207,0.232908758,0.493955035,0,manymagpie,,
13,0.697061619,0.176212667,0.126725714,0,Borys Lang,,
14,0.108320685,0.256286433,0.635392881,0,manymagpie,,
15,0.490166338,0.367789654,0.142044008,0,Borys Lang,,
16,0.261993437,0.307838131,0.430168432,0,manymagpie,,
17,0.498087873,0.24173583,0.260176297,0,Borys Lang,,
18,0.124152029,0.770525434,0.105322536,0,Attack Helicopter,,
19,0.413079852,0.074565782,0.512354365,0,manymagpie,,
20,0.208765356,0.589973191,0.201261452,0,Attack Helicopter,,
21,0.420060002,0.16587768,0.414062318,0,Borys Lang,,
22,0.202319614,0.105522506,0.24283848,0.4493194,moonmoth,,
23,0.29086769,0.354067396,0.248217328,0.106847586,Attack Helicopter,,
24,0.290503774,0.260469777,0.348969916,0.100056533,manymagpie,,
25,0.215066997,0.272181528,0.413481308,0.099270167,manymagpie,,
26,0.231121895,0.449008694,0.139165087,0.180704325,Attack Helicopter,,
27,0.364567661,0.156997478,0.084228632,0.394206228,Borys Lang,,
28,0.099475324,0.35310828,0.444054994,0.103361402,Attack Helicopter,,
29,0.358758806,0.097659055,0.2964965,0.247085638,manymagpie,,
30,0.106604512,0.663087666,0.119930321,0.110377501,Attack Helicopter,,
31,0.106671037,0.662519116,0.119944246,0.1108656,Attack Helicopter,,
32,0.30291836,0.058343597,0.379412211,0.259325832,manymagpie,,
33,0.17652772,0.133540369,0.18336753,0.506564381,moonmoth,,
34,0.256614515,0.336085418,0.314030241,0.093269826,Attack Helicopter,,
35,0.108932086,0.468569121,0.112326812,0.31017198,Attack Helicopter,,
36,0.142180252,0.398632989,0.165287956,0.293898803,Attack Helicopter,,
37,0.119221302,0.407494456,0.138115091,0.335169151,Attack Helicopter,,
38,0.109413238,0.453419557,0.109799618,0.327367587,Attack Helicopter,,
39,0.102840286,0.375482049,0.111380531,0.410297135,Attack Helicopter,,
40,0.10661379,0.346368067,0.106458872,0.440559271,moonmoth,,
41,0.805715531,0.063628735,0.072290658,0.058365075,Borys Lang,,
42,0.039327938,0.279611912,0.488637129,0.192423022,manymagpie,,
43,0.546863748,0.156046857,0.104809881,0.192279514,Borys Lang,,
44,0.092342789,0.422069102,0.241482967,0.244105142,Attack Helicopter,,
45,0.534815644,0.137652759,0.220856096,0.106675501,Borys Lang,,
46,0.154910118,0.229486873,0.480932069,0.13467094,manymagpie,,
47,0.072631249,0.359987105,0.09327536,0.474106287,Attack Helicopter,,
48,0.433116843,0.267510839,0.108180946,0.191191372,Borys Lang,,
49,0.200683181,0.167699833,0.464799505,0.166817482,manymagpie,,
50,0.14748627,0.53693792,0.106128399,0.209447412,Attack Helicopter,,
51,0.322666552,0.068535428,0.459762464,0.149035555,Borys Lang,,
52,0.294826646,0.081019586,0.487979928,0.13617384,manymagpie,,
53,0.263491857,0.392581265,0.145862489,0.198064388,Attack Helicopter,,
54,0.233201624,0.19347492,0.331924262,0.241399194,manymagpie,,
55,0.363532654,0.214678197,0.165479308,0.25630984,Borys Lang,,
56,0.143338318,0.195416323,0.481121792,0.180123568,manymagpie,,
57,0.43391917,0.263508195,0.149374352,0.153198283,Borys Lang,,
58,0.307552467,0.419409319,0.113421073,0.15961714,Borys Lang,,
59,0.396006836,0.324629479,0.139018711,0.140344975,Borys Lang,,
60,0.14914454,0.631668079,0.123683965,0.095503416,Attack Helicopter,,
61,0.392940279,0.096827688,0.38799573,0.122236303,manymagpie,,
62,0.118834176,0.569247765,0.103891478,0.208026582,Attack Helicopter,,
63,0.362386321,0.101159912,0.142465859,0.393987908,Borys Lang,,
64,0.258083768,0.34329918,0.24127992,0.157337132,Attack Helicopter,,
65,0.342633918,0.267941887,0.077427968,0.311996228,Attack Helicopter,,
66,0.257608178,0.184851479,0.16408732,0.393453023,moonmoth,,
67,0.208613743,0.15399776,0.396368112,0.241020385,manymagpie,,
68,0.18018755,0.568720544,0.116776137,0.134315769,Attack Helicopter,,
69,0.432766775,0.155994665,0.1695259,0.241712661,Borys Lang,,
70,0.334993452,0.071895942,0.271612282,0.321498324,Borys Lang,,
71,0.352516104,0.231006829,0.184937244,0.231539823,Attack Helicopter,,
children_devicesA,Attack Helicopter,Borys Lang,manymagpie,moonmoth,user,,
0,1,0,0,0,Attack Helicopter,,
1,0.104984,0.895016,0,0,Borys Lang,,
2,0.182189,0.817811,0,0,Borys Lang,,
3,0.48657,0.104539,0.408891,0,manymagpie,,
4,0.530295,0.221906,0.2478,0,Attack Helicopter,,
5,0.181656,0.121183,0.697161,0,manymagpie,,
6,0.197805,0.700659,0.101536,0,Borys Lang,,
7,0.430181,0.450068,0.119751,0,Borys Lang,,
8,0.211046,0.169816,0.08513,0.534008,moonmoth,,
9,0.45378,0.298805,0.113015,0.134399,Attack Helicopter,,
10,0.112898,0.528482,0.077544,0.281076,Borys Lang,,
11,0.252612,0.442789,0.082081,0.222517,Borys Lang,,
12,0.104604,0.130942,0.595516,0.168938,manymagpie,,
13,0.096617,0.419016,0.112572,0.371795,Borys Lang,,
14,0.079276,0.435068,0.334668,0.150988,Borys Lang,,
15,0.230811,0.102811,0.49716,0.169218,manymagpie,,
16,0.122186,0.120927,0.213927,0.542959,moonmoth,,
17,0.147137,0.550881,0.152505,0.149477,Borys Lang,,
18,0.091458,0.108372,0.600073,0.200096,manymagpie,,
19,0.126344,0.487106,0.101636,0.284913,Borys Lang,,
20,0.563717,0.207028,0.085067,0.144187,Attack Helicopter,,
21,0.105461,0.442734,0.121919,0.329886,Borys Lang,,
22,0.50655,0.230987,0.092174,0.170289,Attack Helicopter,,
23,0.226283,0.186531,0.412072,0.175114,manymagpie,,
24,0.180925,0.397328,0.191335,0.230412,Borys Lang,,
25,0.595881,0.117222,0.160868,0.126028,Attack Helicopter,,
26,0.260233,0.440096,0.177559,0.122112,Borys Lang,,
27,0.45795,0.175661,0.225525,0.140864,Attack Helicopter,,
28,0.255766,0.593017,0.087349,0.063868,Attack Helicopter,,
29,0.199727,0.243119,0.410138,0.147015,manymagpie,,
30,0.17004,0.205983,0.426208,0.197768,manymagpie,,
31,0.334285,0.376759,0.178309,0.110647,Borys Lang,,
32,0.082381,0.241968,0.544682,0.130969,Borys Lang,,
33,0.395115,0.219799,0.269926,0.115161,Attack Helicopter,,
34,0.237533,0.178048,0.224151,0.360268,moonmoth,,
35,0.393839,0.307039,0.158292,0.14083,Borys Lang,,
36,0.590658,0.16613,0.118194,0.125018,Attack Helicopter,,
37,0.468947,0.120823,0.190858,0.219372,Attack Helicopter,,
38,0.113242,0.48462,0.233273,0.168865,Borys Lang,,
39,0.12185,0.105265,0.650683,0.122201,manymagpie,,
40,0.600883,0.18987,0.069909,0.139338,Attack Helicopter,,
41,0.114025,0.313338,0.398551,0.174086,manymagpie,,
42,0.355107,0.194193,0.245326,0.205374,Attack Helicopter,,
43,0.13658,0.590716,0.108098,0.164606,Borys Lang,,
44,0.167845,0.448063,0.225113,0.158979,Borys Lang,,
45,0.165198,0.102785,0.397617,0.334401,manymagpie,,
46,0.479486,0.138741,0.18258,0.199194,Attack Helicopter,,
47,0.280204,0.444962,0.122966,0.151868,Borys Lang,,
48,0.430097,0.20363,0.142105,0.224167,Attack Helicopter,,
49,0.131515,0.106926,0.357034,0.404525,manymagpie,,
50,0.45182,0.140959,0.169527,0.237693,Attack Helicopter,,
51,0.19367,0.211049,0.443062,0.152219,manymagpie,,
52,0.437494,0.15049,0.142542,0.269474,Attack Helicopter,,
53,0.248307,0.119637,0.452557,0.179499,manymagpie,,
54,0.118922,0.589002,0.155778,0.136298,Borys Lang,,
55,0.418237,0.077185,0.15878,0.345798,Attack Helicopter,,
56,0.235526,0.088761,0.462203,0.21351,manymagpie,,
57,0.382855,0.06968,0.206461,0.341004,Attack Helicopter,,
58,0.436852,0.069976,0.310972,0.1822,Attack Helicopter,,
59,0.477239,0.071913,0.27872,0.172128,Attack Helicopter,,
60,0.114116,0.387628,0.192287,0.305969,Borys Lang,,
61,0.275379,0.386381,0.192832,0.145408,Borys Lang,,
62,0.18826,0.40741,0.280353,0.123977,manymagpie,,
63,0.408,0.215019,0.212381,0.1646,Attack Helicopter,,
64,0.173352,0.143149,0.426179,0.257319,manymagpie,,
65,0.235135,0.401826,0.176017,0.187022,Borys Lang,,
66,0.502111,0.175999,0.161968,0.159922,Attack Helicopter,,
67,0.144811,0.482896,0.188224,0.184068,Borys Lang,,
68,0.150197,0.458916,0.171181,0.219706,Borys Lang,,
69,0.360199,0.14945,0.325326,0.165026,Attack Helicopter,,
70,0.125073,0.275104,0.119064,0.48076,moonmoth,,
71,0.424605,0.123937,0.369474,0.081984,manymagpie,,
72,0.111495,0.064952,0.024418,0.799136,Attack Helicopter,,
73,0.364953,0.333626,0.151175,0.150246,Attack Helicopter,,
74,0.23639,0.267452,0.371558,0.124599,manymagpie,,
75,0.224012,0.459415,0.209685,0.106888,Borys Lang,,
76,0.128754,0.085579,0.503465,0.282202,manymagpie,,
77,0.363577,0.131792,0.345211,0.159421,manymagpie,,
78,0.273763,0.06852,0.166768,0.49095,Attack Helicopter,,
79,0.349265,0.25244,0.159749,0.238546,Borys Lang,,
80,0.144767,0.158371,0.566664,0.130198,manymagpie,,
81,0.161437,0.182155,0.513769,0.142639,manymagpie,,
82,0.160622,0.384044,0.32263,0.132704,Borys Lang,,
83,0.2538,0.086321,0.065266,0.594613,Attack Helicopter,,
84,0.366874,0.086103,0.256228,0.290795,manymagpie,,
85,0.386602,0.232608,0.216865,0.163926,Attack Helicopter,,
86,0.367391,0.329653,0.165343,0.137613,Borys Lang,,
87,0.307995,0.187459,0.22943,0.275116,moonmoth,,
88,0.320615,0.362842,0.125961,0.190582,Borys Lang,,
89,0.215086,0.124591,0.315758,0.344564,manymagpie,,
90,0.138353,0.110886,0.197803,0.552958,moonmoth,,
91,0.377726,0.106332,0.311161,0.204782,Attack Helicopter,,
92,0.150851,0.541425,0.201507,0.106217,Borys Lang,,
93,0.160905,0.213158,0.520304,0.105633,manymagpie,,
94,0.086145,0.724151,0.116777,0.072927,Borys Lang,,
95,0.201209,0.095087,0.574921,0.128783,manymagpie,,
96,0.195251,0.406055,0.293976,0.104718,Borys Lang,,
97,0.278936,0.130382,0.105725,0.484956,moonmoth,,
98,0.215694,0.422002,0.243646,0.118658,Borys Lang,,
children_devicesA,Attack Helicopter,Borys Lang,manymagpie,moonmoth,user,,
0,1,0,0,0,Attack Helicopter,,
1,0.140371,0.859629,0,0,Borys Lang,,
2,0.179353,0.820647,0,0,Borys Lang,,
3,0.493721,0.10077,0.405509,0,manymagpie,,
4,0.522841,0.197524,0.279635,0,Attack Helicopter,,
5,0.192921,0.121794,0.685285,0,manymagpie,,
6,0.19895,0.698185,0.102865,0,Borys Lang,,
7,0.573133,0.33538,0.091487,0,Borys Lang,,
8,0.118731,0.111515,0.087399,0.682355,moonmoth,,
9,0.220559,0.67896,0.067027,0.033454,Attack Helicopter,,
10,0.178836,0.633508,0.095298,0.092357,Borys Lang,,
11,0.359723,0.454131,0.104542,0.081604,Borys Lang,,
12,0.140891,0.13336,0.659856,0.065893,manymagpie,,
13,0.164074,0.60781,0.117145,0.110971,Borys Lang,,
14,0.111561,0.472794,0.364399,0.051246,Borys Lang,,
15,0.261059,0.092875,0.531682,0.114384,manymagpie,,
16,0.125126,0.091426,0.182137,0.601311,moonmoth,,
17,0.12604,0.570496,0.160057,0.143408,Borys Lang,,
18,0.123226,0.168805,0.597561,0.110408,manymagpie,,
19,0.249855,0.491902,0.114149,0.144093,Borys Lang,,
20,0.549513,0.240574,0.0942,0.115713,Attack Helicopter,,
21,0.102898,0.630313,0.187194,0.079595,Borys Lang,,
22,0.558282,0.096161,0.145798,0.199759,Attack Helicopter,,
23,0.229408,0.115263,0.525346,0.129982,manymagpie,,
24,0.14759,0.493314,0.18105,0.178047,Borys Lang,,
25,0.611567,0.110929,0.168651,0.108854,Attack Helicopter,,
26,0.217887,0.45325,0.240494,0.088369,Borys Lang,,
27,0.460387,0.215382,0.200079,0.124152,Attack Helicopter,,
28,0.432098,0.343954,0.151571,0.072377,Attack Helicopter,,
29,0.193346,0.245781,0.451743,0.10913,manymagpie,,
30,0.159332,0.287855,0.439805,0.113008,manymagpie,,
31,0.316084,0.451122,0.157595,0.075199,Borys Lang,,
32,0.21285,0.501403,0.178103,0.107644,Borys Lang,,
33,0.330237,0.123736,0.470028,0.075999,Attack Helicopter,,
34,0.209574,0.202859,0.196218,0.391349,moonmoth,,
35,0.368075,0.298986,0.222287,0.110652,Borys Lang,,
36,0.567501,0.175048,0.131261,0.12619,Attack Helicopter,,
37,0.474486,0.134383,0.203603,0.187527,Attack Helicopter,,
38,0.110894,0.394569,0.271567,0.22297,Borys Lang,,
39,0.141329,0.105579,0.618209,0.134883,manymagpie,,
40,0.605877,0.189012,0.071084,0.134027,Attack Helicopter,,
41,0.071285,0.536902,0.264772,0.127041,manymagpie,,
42,0.386929,0.194008,0.183037,0.236026,Attack Helicopter,,
43,0.171382,0.557068,0.12142,0.15013,Borys Lang,,
44,0.170499,0.423031,0.262301,0.144168,Borys Lang,,
45,0.169881,0.114198,0.442199,0.273722,manymagpie,,
46,0.350537,0.093271,0.392403,0.16379,Attack Helicopter,,
47,0.235963,0.393259,0.187191,0.183587,Borys Lang,,
48,0.394657,0.274652,0.135403,0.195288,Attack Helicopter,,
49,0.156143,0.158412,0.414581,0.270863,manymagpie,,
50,0.418906,0.266908,0.155704,0.158482,Attack Helicopter,,
51,0.249255,0.183613,0.415076,0.152055,manymagpie,,
52,0.447367,0.282063,0.125051,0.145519,Attack Helicopter,,
53,0.113346,0.135679,0.478797,0.272178,manymagpie,,
54,0.087907,0.688648,0.115705,0.10774,Borys Lang,,
55,0.499544,0.068065,0.148572,0.283818,Attack Helicopter,,
56,0.210236,0.085017,0.53584,0.168907,manymagpie,,
57,0.425338,0.061626,0.204217,0.30882,Attack Helicopter,,
58,0.50984,0.063765,0.19656,0.229834,Attack Helicopter,,
59,0.522029,0.064421,0.218563,0.194987,Attack Helicopter,,
60,0.128591,0.456171,0.184639,0.230599,Borys Lang,,
61,0.341725,0.376026,0.118053,0.164196,Borys Lang,,
62,0.177935,0.225223,0.451303,0.145539,manymagpie,,
63,0.3043,0.150708,0.112064,0.432928,Attack Helicopter,,
64,0.275422,0.122669,0.381033,0.220876,manymagpie,,
65,0.27841,0.330621,0.139831,0.251137,Borys Lang,,
66,0.487514,0.137069,0.235228,0.140188,Attack Helicopter,,
67,0.146006,0.55324,0.16444,0.136314,Borys Lang,,
68,0.116336,0.495335,0.160777,0.227553,Borys Lang,,
69,0.390201,0.1413,0.297989,0.17051,Attack Helicopter,,
70,0.126495,0.277028,0.116819,0.479658,moonmoth,,
71,0.292776,0.152772,0.455074,0.099378,manymagpie,,
72,0.230347,0.153567,0.051705,0.56438,Attack Helicopter,,
73,0.287159,0.478389,0.101105,0.133347,Attack Helicopter,,
74,0.284958,0.200959,0.388776,0.125307,manymagpie,,
75,0.204214,0.469481,0.213401,0.112904,Borys Lang,,
76,0.1431,0.086545,0.469747,0.300608,manymagpie,,
77,0.40429,0.159832,0.317236,0.118641,manymagpie,,
78,0.357135,0.096038,0.195295,0.351532,Attack Helicopter,,
79,0.288499,0.298838,0.155234,0.257429,Borys Lang,,
80,0.14331,0.170616,0.553158,0.132915,manymagpie,,
81,0.149694,0.188152,0.520849,0.141305,manymagpie,,
82,0.164263,0.495597,0.177334,0.162806,Borys Lang,,
83,0.338045,0.103729,0.084851,0.473375,Attack Helicopter,,
84,0.362275,0.096567,0.27865,0.262508,manymagpie,,
85,0.349767,0.345342,0.173693,0.131198,Attack Helicopter,,
86,0.204048,0.440145,0.197164,0.158644,Borys Lang,,
87,0.172447,0.192928,0.281351,0.353275,moonmoth,,
88,0.228296,0.421425,0.14888,0.201399,Borys Lang,,
89,0.134293,0.103655,0.271412,0.49064,manymagpie,,
90,0.134372,0.112899,0.20714,0.54559,moonmoth,,
91,0.372101,0.102698,0.300601,0.2246,Attack Helicopter,,
92,0.158004,0.529247,0.203244,0.109505,Borys Lang,,
93,0.141545,0.264476,0.493192,0.100787,manymagpie,,
94,0.08864,0.7009,0.135427,0.075033,Borys Lang,,
95,0.180003,0.100865,0.592024,0.127107,manymagpie,,
96,0.204879,0.426794,0.249088,0.119238,Borys Lang,,
97,0.299443,0.135738,0.097205,0.467614,moonmoth,,
98,0.248319,0.425219,0.19775,0.128712,Borys Lang,,
children_devicesA,Attack Helicopter,Borys Lang,manymagpie,moonmoth,user,,
0,1,0,0,0,Attack Helicopter,,
1,0.130708,0.869292,0,0,Borys Lang,,
2,0.184242,0.815758,0,0,Borys Lang,,
3,0.437238,0.121815,0.440946,0,manymagpie,,
4,0.557085,0.182633,0.260282,0,Attack Helicopter,,
5,0.18078,0.128389,0.690831,0,manymagpie,,
6,0.194348,0.704511,0.101141,0,Borys Lang,,
7,0.331373,0.528672,0.139955,0,Borys Lang,,
8,0.206364,0.166118,0.08598,0.541538,moonmoth,,
9,0.42659,0.343273,0.115686,0.114451,Attack Helicopter,,
10,0.138564,0.592977,0.085529,0.182929,Borys Lang,,
11,0.237084,0.439601,0.089738,0.233577,Borys Lang,,
12,0.102226,0.196462,0.372717,0.328595,manymagpie,,
13,0.128913,0.548008,0.140556,0.182524,Borys Lang,,
14,0.05427,0.207778,0.470699,0.267254,Borys Lang,,
