aiA,Borys Lang,Attack Helicopter,manymagpie,moonmoth,user,,
10,0.162484905,0.69327508,0.144240015,knackerkitten,,,
11,0.904170347,0.044328034,0.051501618,drasticmum,,,
12,0.043210563,0.755745951,0.201043485,knackerkitten,,,
13,0.696751527,0.115500205,0.187748268,drasticmum,,,
14,0.747194721,0.095602362,0.157202918,drasticmum,,,
15,0.195786885,0.679774794,0.124438321,knackerkitten,,,
16,0.734774232,0.146989589,0.118236178,drasticmum,,,
17,0.730183628,0.148567464,0.121248908,drasticmum,,,
18,0.108086054,0.673739976,0.21817397,knackerkitten,,,
19,0.208393179,0.096276746,0.695330075,Raspywoodchuck,,,
20,0.727756254,0.18500993,0.087233816,drasticmum,,,
21,0.813631397,0.110904021,0.075464581,drasticmum,,,
22,0.099823454,0.791708425,0.108468121,knackerkitten,,,
23,0.098809387,0.243213624,0.657976988,Raspywoodchuck,,,
24,0.24550035,0.11026353,0.64423612,Raspywoodchuck,,,
25,0.084082208,0.280504143,0.635413649,Raspywoodchuck,,,
26,0.778255393,0.117709049,0.104035558,drasticmum,,,
27,0.107960399,0.6327739,0.259265701,knackerkitten,,,
28,0.082150952,0.713270787,0.204578261,knackerkitten,,,
29,0.679858626,0.189294692,0.130846683,drasticmum,,,
30,0.691583227,0.146824952,0.161591821,drasticmum,,,
31,0.558873751,0.360692563,0.080433685,knackerkitten,,,
32,0.220612102,0.225139569,0.554248329,Raspywoodchuck,,,
33,0.425921081,0.210608139,0.36347078,drasticmum,,,
34,0.182002216,0.639710013,0.178287771,knackerkitten,,,
35,0.753928858,0.09821729,0.147853852,drasticmum,,,
36,0.198443521,0.136321145,0.665235335,Raspywoodchuck,,,
37,0.096610849,0.75424922,0.14913993,knackerkitten,,,
38,0.660689601,0.192515582,0.146794817,drasticmum,,,
39,0.758277188,0.123626176,0.118096636,drasticmum,,,
40,0.202666982,0.70591897,0.091414048,knackerkitten,,,
41,0.808988753,0.080643704,0.110367544,drasticmum,,,
42,0.809588765,0.080996368,0.109414867,drasticmum,,,
43,0.077128473,0.55292404,0.369947486,knackerkitten,,,
44,0.367387771,0.147641485,0.484970744,drasticmum,,,
45,0.126955597,0.168226144,0.704818259,Raspywoodchuck,,,
46,0.20239455,0.154318788,0.643286662,Raspywoodchuck,,,
47,0.321748444,0.165252841,0.512998715,Raspywoodchuck,,,
48,0.212154409,0.149033418,0.638812173,Raspywoodchuck,,,
49,0.544648619,0.224321935,0.231029446,drasticmum,,,
50,0.447174473,0.372993144,0.179832383,knackerkitten,,,
51,0.526386351,0.360126514,0.113487135,knackerkitten,,,
52,0.34629547,0.515167958,0.138536572,knackerkitten,,,
53,0.794104943,0.119913146,0.085981911,drasticmum,,,
54,0.020022788,0.834566376,0.145410835,Raspywoodchuck,,,
children_devicesB,drasticmum,knackerkitten,Raspywoodchuck,user,,,
0,1,0,0,drasticmum,,,
1,1,0,0,drasticmum,,,
2,0.228264744,0.771735256,0,knackerkitten,,,
3,0.186339793,0.134619024,0.679041183,Raspywoodchuck,,,
4,0.594412393,0.259389903,0.146197704,drasticmum,,,
5,0.237182728,0.612984398,0.149832874,knackerkitten,,,
6,0.149525252,0.69153757,0.158937179,knackerkitten,,,
7,0.412660864,0.486678457,0.100660679,knackerkitten,,,
8,0.108867561,0.098923318,0.792209122,Raspywoodchuck,,,
9,0.184386936,0.154706492,0.660906573,Raspywoodchuck,,,
10,0.236861769,0.658331795,0.104806436,knackerkitten,,,
11,0.832406771,0.101501435,0.066091794,drasticmum,,,
12,0.103339603,0.792563658,0.10409674,knackerkitten,,,
13,0.708621241,0.090907517,0.200471241,drasticmum,,,
14,0.637110352,0.091386317,0.27150333,drasticmum,,,
15,0.223469283,0.610350511,0.166180206,knackerkitten,,,
16,0.651721374,0.212383221,0.135895405,drasticmum,,,
17,0.639516193,0.221941863,0.138541944,drasticmum,,,
18,0.118477336,0.575896578,0.305626086,knackerkitten,,,
19,0.144130846,0.115642846,0.740226307,Raspywoodchuck,,,
20,0.719238223,0.184922012,0.095839765,drasticmum,,,
21,0.812228881,0.11255476,0.075216359,drasticmum,,,
22,0.103983572,0.792429333,0.103587094,knackerkitten,,,
23,0.098399201,0.230568729,0.67103207,Raspywoodchuck,,,
24,0.266636692,0.105374198,0.627989111,Raspywoodchuck,,,
25,0.091241559,0.15798531,0.750773131,Raspywoodchuck,,,
26,0.730168148,0.13248907,0.137342783,drasticmum,,,
27,0.140323598,0.64186202,0.217814383,knackerkitten,,,
28,0.116959448,0.710897362,0.172143191,knackerkitten,,,
29,0.775259413,0.133442537,0.09129805,drasticmum,,,
30,0.703320785,0.162041021,0.134638194,drasticmum,,,
31,0.31766848,0.589514116,0.092817404,knackerkitten,,,
32,0.276468329,0.189209912,0.53432176,Raspywoodchuck,,,
33,0.481466125,0.284959215,0.23357466,drasticmum,,,
34,0.16357551,0.616035417,0.220389072,knackerkitten,,,
35,0.755921409,0.098561628,0.145516963,drasticmum,,,
36,0.174380164,0.151911839,0.673707997,Raspywoodchuck,,,
37,0.092612222,0.753414598,0.153973179,knackerkitten,,,
38,0.723726971,0.136636486,0.139636543,drasticmum,,,
39,0.834540682,0.079123871,0.086335447,drasticmum,,,
40,0.0881856,0.794369864,0.117444536,knackerkitten,,,
41,0.71610437,0.123832438,0.160063192,drasticmum,,,
42,0.711673934,0.125443326,0.162882739,drasticmum,,,
43,0.110100041,0.485672824,0.404227135,knackerkitten,,,
44,0.398133533,0.270480218,0.331386249,drasticmum,,,
45,0.139330501,0.172375854,0.688293645,Raspywoodchuck,,,
46,0.183232163,0.14540892,0.671358917,Raspywoodchuck,,,
47,0.301634846,0.187473238,0.510891916,Raspywoodchuck,,,
48,0.193413968,0.152815091,0.65377094,Raspywoodchuck,,,
49,0.545629023,0.228587095,0.225783882,drasticmum,,,
50,0.353749556,0.459055638,0.187194807,knackerkitten,,,
51,0.509317468,0.374779091,0.115903441,knackerkitten,,,
52,0.320659519,0.534543878,0.144796603,knackerkitten,,,
53,0.785674292,0.126842603,0.087483105,drasticmum,,,
54,0.04998113,0.608789494,0.341229376,Raspywoodchuck,,,
children_devicesB,drasticmum,knackerkitten,Raspywoodchuck,user,,,
0,1,0,0,drasticmum,,,
1,1,0,0,drasticmum,,,
2,0.191597648,0.808402352,0,knackerkitten,,,
3,0.201999545,0.108737612,0.689262844,Raspywoodchuck,,,
4,0.706217801,0.206008571,0.087773628,drasticmum,,,
5,0.115992457,0.772981072,0.111026471,knackerkitten,,,
6,0.116002652,0.713874946,0.170122402,knackerkitten,,,
7,0.3431383,0.583084283,0.073777417,knackerkitten,,,
8,0.113398901,0.119629494,0.766971605,Raspywoodchuck,,,
9,0.121671179,0.153771125,0.724557696,Raspywoodchuck,,,
10,0.127623157,0.691611369,0.180765474,knackerkitten,,,
11,0.858903325,0.062464939,0.078631736,drasticmum,,,
12,0.062073318,0.832448739,0.105477943,knackerkitten,,,
13,0.721595893,0.093194729,0.185209378,drasticmum,,,
14,0.66137195,0.075681355,0.262946696,drasticmum,,,
15,0.261389436,0.536237865,0.202372699,knackerkitten,,,
16,0.768259782,0.118805932,0.112934285,drasticmum,,,
17,0.762373451,0.121736315,0.115890234,drasticmum,,,
18,0.322544002,0.571932351,0.105523648,knackerkitten,,,
19,0.107177301,0.137508025,0.755314674,Raspywoodchuck,,,
20,0.725701197,0.149168034,0.125130769,drasticmum,,,
21,0.806383891,0.107098258,0.086517851,drasticmum,,,
22,0.08854696,0.740249842,0.171203198,knackerkitten,,,
23,0.105277014,0.224285925,0.670437061,Raspywoodchuck,,,
24,0.259009136,0.102107452,0.638883412,Raspywoodchuck,,,
25,0.09114244,0.163925764,0.744931796,Raspywoodchuck,,,
26,0.792967816,0.10121206,0.105820124,drasticmum,,,
27,0.078449901,0.78074472,0.140805379,knackerkitten,,,
28,0.095236341,0.775195548,0.129568111,knackerkitten,,,
29,0.620761168,0.266994081,0.112244751,drasticmum,,,
30,0.723630542,0.141272491,0.135096966,drasticmum,,,
31,0.522849048,0.408649114,0.068501838,knackerkitten,,,
32,0.235108517,0.262752057,0.502139426,Raspywoodchuck,,,
33,0.465925203,0.243354503,0.290720294,drasticmum,,,
34,0.154765494,0.660381878,0.184852627,knackerkitten,,,
35,0.756973975,0.091828119,0.151197905,drasticmum,,,
36,0.197302588,0.126877236,0.675820176,Raspywoodchuck,,,
37,0.094579377,0.746653986,0.158766638,knackerkitten,,,
38,0.561722043,0.327809573,0.110468383,drasticmum,,,
39,0.797445767,0.113378501,0.089175732,drasticmum,,,
40,0.12345775,0.763238353,0.113303897,knackerkitten,,,
41,0.782714014,0.100737344,0.116548641,drasticmum,,,
42,0.786809398,0.100913073,0.112277529,drasticmum,,,
43,0.097966457,0.593044422,0.308989121,knackerkitten,,,
44,0.414156724,0.172831202,0.413012074,drasticmum,,,
45,0.118513892,0.142192619,0.739293489,Raspywoodchuck,,,
46,0.182889743,0.136269619,0.680840638,Raspywoodchuck,,,
47,0.287025163,0.15749172,0.555483116,Raspywoodchuck,,,
48,0.199327967,0.142939924,0.657732109,Raspywoodchuck,,,
49,0.566496301,0.184901982,0.248601717,drasticmum,,,
50,0.385988101,0.408253971,0.205757929,knackerkitten,,,
51,0.490286697,0.386833447,0.122879856,knackerkitten,,,
52,0.391775869,0.473494916,0.134729215,knackerkitten,,,
53,0.784959251,0.127548525,0.087492224,drasticmum,,,
54,0.051803962,0.6025677,0.345628338,Raspywoodchuck,,,
children_devicesB,drasticmum,knackerkitten,Raspywoodchuck,user,,,
0,1,0,0,drasticmum,,,
1,1,0,0,drasticmum,,,
2,0.161344798,0.838655202,0,knackerkitten,,,
3,0.194275845,0.102121075,0.70360308,Raspywoodchuck,,,
4,0.600556087,0.3150905,0.084353412,drasticmum,,,
5,0.143662912,0.725356217,0.130980871,knackerkitten,,,
6,0.117488799,0.676164815,0.206346387,knackerkitten,,,
7,0.153043185,0.690482948,0.156473867,knackerkitten,,,
8,0.231011285,0.106016632,0.662972083,Raspywoodchuck,,,
9,0.343548285,0.141666638,0.514785078,Raspywoodchuck,,,
10,0.160827484,0.660948583,0.178223933,knackerkitten,,,
11,0.870038068,0.05845544,0.071506492,drasticmum,,,
12,0.048938256,0.789874319,0.161187424,knackerkitten,,,
13,0.701728958,0.113852577,0.184418465,drasticmum,,,
14,0.616798482,0.114133768,0.26906775,drasticmum,,,
15,0.210431649,0.633311895,0.156256455,knackerkitten,,,
16,0.571537683,0.104862494,0.323599823,drasticmum,,,
17,0.556204439,0.103615895,0.340179666,drasticmum,,,
18,0.147280504,0.640524769,0.212194728,knackerkitten,,,
19,0.099315016,0.195336321,0.705348663,Raspywoodchuck,,,
20,0.72418288,0.177485704,0.098331416,drasticmum,,,
21,0.802306236,0.11449605,0.083197714,drasticmum,,,
22,0.090819626,0.726275222,0.182905152,knackerkitten,,,
23,0.10411154,0.177563909,0.71832455,Raspywoodchuck,,,
24,0.271780615,0.09882639,0.629392995,Raspywoodchuck,,,
25,0.080860253,0.158574209,0.760565538,Raspywoodchuck,,,
26,0.779256911,0.137956253,0.082786836,drasticmum,,,
27,0.146454911,0.759325792,0.094219298,knackerkitten,,,
28,0.188944156,0.715887382,0.095168462,knackerkitten,,,
29,0.708731946,0.215957616,0.075310438,drasticmum,,,
30,0.72878473,0.171601769,0.099613501,drasticmum,,,
31,0.398065585,0.536274902,0.065659513,knackerkitten,,,
32,0.256508632,0.213894261,0.529597108,Raspywoodchuck,,,
33,0.560393044,0.194258021,0.245348934,drasticmum,,,
34,0.19314332,0.630827329,0.176029351,knackerkitten,,,
35,0.760505062,0.095074508,0.14442043,drasticmum,,,
36,0.172004038,0.146873999,0.681121963,Raspywoodchuck,,,
37,0.09097843,0.742886623,0.166134947,knackerkitten,,,
38,0.569235708,0.302934955,0.127829337,drasticmum,,,
39,0.679765568,0.196405704,0.123828728,drasticmum,,,
40,0.185707749,0.710276286,0.104015965,knackerkitten,,,
41,0.653918831,0.144466655,0.201614514,drasticmum,,,
42,0.656444603,0.150340443,0.193214955,drasticmum,,,
43,0.172139897,0.483148562,0.344711541,knackerkitten,,,
44,0.385382889,0.16744285,0.447174261,drasticmum,,,
45,0.138676718,0.152350325,0.708972957,Raspywoodchuck,,,
46,0.186476337,0.135419304,0.67810436,Raspywoodchuck,,,
47,0.330069492,0.159657457,0.510273051,Raspywoodchuck,,,
48,0.203860307,0.139672075,0.656467617,Raspywoodchuck,,,
49,0.571751248,0.185463613,0.242785139,drasticmum,,,
50,0.430218877,0.399348875,0.170432247,knackerkitten,,,
51,0.455045769,0.41648298,0.128471251,knackerkitten,,,
52,0.366843427,0.494864257,0.138292317,knackerkitten,,,
53,0.795823643,0.119475822,0.084700536,drasticmum,,,
54,0.047575677,0.623167624,0.329256699,Raspywoodchuck,,,
children_devicesB,drasticmum,knackerkitten,Raspywoodchuck,user,,,
0,1,0,0,drasticmum,,,
1,1,0,0,drasticmum,,,
2,0.159199599,0.840800401,0,knackerkitten,,,
3,0.236938197,0.095540723,0.66752108,Raspywoodchuck,,,
4,0.641518718,0.239329745,0.119151537,drasticmum,,,
5,0.162419032,0.699516494,0.138064474,knackerkitten,,,
6,0.175964558,0.656002163,0.168033279,knackerkitten,,,
7,0.307670759,0.607689087,0.084640153,knackerkitten,,,
8,0.174414362,0.203069869,0.622515769,Raspywoodchuck,,,
9,0.333987157,0.241065248,0.424947595,Raspywoodchuck,,,
10,0.199953608,0.562467682,0.23757871,knackerkitten,,,
11,0.835264426,0.087054375,0.077681199,drasticmum,,,
12,0.061058281,0.614049597,0.324892122,knackerkitten,,,
13,0.663565234,0.148609315,0.187825451,drasticmum,,,
14,0.491012064,0.331597794,0.177390142,drasticmum,,,
15,0.305071106,0.538314102,0.156614792,knackerkitten,,,
16,0.808768696,0.10525568,0.085975624,drasticmum,,,
17,0.808796482,0.105189555,0.086013963,drasticmum,,,
18,0.051908357,0.480135428,0.467956215,knackerkitten,,,
19,0.18578573,0.100697474,0.713516796,Raspywoodchuck,,,
20,0.70293769,0.21516765,0.081894661,drasticmum,,,
21,0.803112685,0.121106345,0.07578097,drasticmum,,,
22,0.103324167,0.779963413,0.11671242,knackerkitten,,,
23,0.104425785,0.205517547,0.690056669,Raspywoodchuck,,,
24,0.277987144,0.105607386,0.61640547,Raspywoodchuck,,,
25,0.090533633,0.188706029,0.720760339,Raspywoodchuck,,,
26,0.692900041,0.194264907,0.112835051,drasticmum,,,
27,0.146754291,0.716980883,0.136264826,knackerkitten,,,
28,0.128179967,0.720087892,0.151732142,knackerkitten,,,
29,0.733694086,0.173029794,0.09327612,drasticmum,,,
30,0.709608675,0.158572137,0.131819188,drasticmum,,,
31,0.332935825,0.577196315,0.089867861,knackerkitten,,,
32,0.216298347,0.262052701,0.521648951,Raspywoodchuck,,,
33,0.598471035,0.172049164,0.229479801,drasticmum,,,
34,0.152664933,0.701977691,0.145357376,knackerkitten,,,
35,0.75757037,0.093327998,0.149101632,drasticmum,,,
36,0.196124246,0.121099457,0.682776297,Raspywoodchuck,,,
37,0.094755611,0.740576754,0.164667635,knackerkitten,,,
38,0.650708743,0.227903339,0.121387918,drasticmum,,,
39,0.557557465,0.342739936,0.099702599,drasticmum,,,
40,0.151468009,0.753125739,0.095406252,knackerkitten,,,
41,0.786730734,0.093806065,0.119463201,drasticmum,,,
42,0.785198236,0.094854625,0.119947139,drasticmum,,,
43,0.098765069,0.561924627,0.339310304,knackerkitten,,,
44,0.470387774,0.158506586,0.37110564,drasticmum,,,
45,0.111821316,0.149236711,0.738941973,Raspywoodchuck,,,
46,0.18849097,0.142604386,0.668904644,Raspywoodchuck,,,
47,0.301949651,0.146393031,0.551657318,Raspywoodchuck,,,
48,0.196612246,0.137508145,0.665879609,Raspywoodchuck,,,
49,0.572530818,0.191722417,0.235746765,drasticmum,,,
50,0.418037069,0.407582426,0.174380506,knackerkitten,,,
51,0.427782639,0.444611485,0.127605877,knackerkitten,,,
52,0.340861785,0.522564475,0.136573739,knackerkitten,,,
53,0.790351574,0.123799,0.085849426,drasticmum,,,
54,0.031826803,0.746870201,0.221302996,Raspywoodchuck,,,
children_devicesB,drasticmum,knackerkitten,Raspywoodchuck,user,,,
0,1,0,0,drasticmum,,,
1,1,0,0,drasticmum,,,
2,0.241406778,0.758593222,0,knackerkitten,,,
3,0.199580724,0.149141822,0.651277454,Raspywoodchuck,,,
4,0.513444052,0.337479268,0.14907668,drasticmum,,,
5,0.183347352,0.679007816,0.137644832,knackerkitten,,,
6,0.18110297,0.555439033,0.263457997,knackerkitten,,,
7,0.307616227,0.568599692,0.123784082,knackerkitten,,,
8,0.154913175,0.171282304,0.67380452,Raspywoodchuck,,,
9,0.169175464,0.229127717,0.601696819,Raspywoodchuck,,,
10,0.381415316,0.501296611,0.117288074,knackerkitten,,,
11,0.787863074,0.09176534,0.120371586,drasticmum,,,
12,0.142916556,0.708080099,0.149003345,knackerkitten,,,
13,0.717318423,0.101960473,0.180721104,drasticmum,,,
14,0.711359183,0.101566926,0.187073891,drasticmum,,,
15,0.431048264,0.468847148,0.100104588,knackerkitten,,,
16,0.775010922,0.100822104,0.124166974,drasticmum,,,
17,0.778011855,0.099462685,0.122525461,drasticmum,,,
18,0.065887897,0.467174572,0.46693753,knackerkitten,,,
19,0.148430565,0.109523786,0.742045649,Raspywoodchuck,,,
20,0.730211859,0.181315238,0.088472903,drasticmum,,,
21,0.805214845,0.1171269,0.077658255,drasticmum,,,
22,0.103907387,0.781744977,0.114347637,knackerkitten,,,
23,0.100772209,0.232150732,0.667077059,Raspywoodchuck,,,
24,0.315670092,0.095429405,0.588900503,Raspywoodchuck,,,
25,0.097718588,0.21860858,0.683672832,Raspywoodchuck,,,
26,0.75160674,0.104351905,0.144041355,drasticmum,,,
27,0.106944412,0.652839621,0.240215967,knackerkitten,,,
28,0.08961868,0.680226616,0.230154704,knackerkitten,,,
29,0.567032998,0.160319131,0.272647871,drasticmum,,,
30,0.684187592,0.158092848,0.15771956,drasticmum,,,
31,0.573186654,0.345770192,0.081043154,knackerkitten,,,
32,0.209154563,0.280847068,0.509998369,Raspywoodchuck,,,
33,0.438051533,0.196855865,0.365092602,drasticmum,,,
34,0.172092825,0.655742986,0.172164189,knackerkitten,,,
35,0.76081658,0.090000773,0.149182647,drasticmum,,,
36,0.198470265,0.114784915,0.686744819,Raspywoodchuck,,,
37,0.093802105,0.76236492,0.143832975,knackerkitten,,,
38,0.725050768,0.138100444,0.136848788,drasticmum,,,
39,0.817326476,0.087134505,0.095539018,drasticmum,,,
40,0.088443599,0.801564386,0.109992015,knackerkitten,,,
41,0.666576817,0.197138051,0.136285132,drasticmum,,,
42,0.665045549,0.203485572,0.13146888,drasticmum,,,
43,0.141112973,0.542827488,0.316059539,knackerkitten,,,
44,0.290177597,0.127040397,0.582782007,drasticmum,,,
45,0.137712697,0.153730051,0.708557253,Raspywoodchuck,,,
46,0.182394982,0.139144864,0.678460154,Raspywoodchuck,,,
47,0.316639885,0.167607982,0.515752134,Raspywoodchuck,,,
48,0.177723173,0.133321478,0.688955349,Raspywoodchuck,,,
49,0.590432957,0.198998065,0.210568978,drasticmum,,,
50,0.410972028,0.442768126,0.146259846,knackerkitten,,,
51,0.428303746,0.450593596,0.121102659,knackerkitten,,,
52,0.334067944,0.540722156,0.125209899,knackerkitten,,,
53,0.803793413,0.117512235,0.078694351,drasticmum,,,
54,0.03245559,0.717616358,0.249928052,Raspywoodchuck,,,
children_devicesB,drasticmum,knackerkitten,Raspywoodchuck,user,,,
0,1,0,0,drasticmum,,,
1,1,0,0,drasticmum,,,
2,0.231579005,0.768420995,0,knackerkitten,,,
3,0.12789515,0.134916346,0.737188504,Raspywoodchuck,,,
4,0.582313822,0.297717815,0.119968363,drasticmum,,,
5,0.143561441,0.545547929,0.310890629,knackerkitten,,,
6,0.245572194,0.621340855,0.133086951,knackerkitten,,,
7,0.466575755,0.454479151,0.078945093,knackerkitten,,,
8,0.199866942,0.173037258,0.6270958,Raspywoodchuck,,,
9,0.237057268,0.314780297,0.448162435,Raspywoodchuck,,,
10,0.210104416,0.643738679,0.146156904,knackerkitten,,,
11,0.867658628,0.06084023,0.071501142,drasticmum,,,
12,0.043458471,0.505775586,0.450765943,knackerkitten,,,
13,0.658683001,0.147904127,0.193412871,drasticmum,,,
14,0.543749277,0.251987739,0.204262984,drasticmum,,,
15,0.304892193,0.527852728,0.167255079,knackerkitten,,,
16,0.612389956,0.151479073,0.236130971,drasticmum,,,
17,0.617020923,0.150609314,0.232369763,drasticmum,,,
18,0.216889389,0.556918232,0.226192379,knackerkitten,,,
19,0.101266997,0.143878218,0.754854785,Raspywoodchuck,,,
20,0.72295321,0.177394481,0.099652309,drasticmum,,,
21,0.810042579,0.109352362,0.08060506,drasticmum,,,
22,0.094529157,0.763799427,0.141671416,knackerkitten,,,
23,0.096530396,0.247602951,0.655866654,Raspywoodchuck,,,
24,0.255504502,0.101168483,0.643327016,Raspywoodchuck,,,
25,0.082855889,0.179578131,0.73756598,Raspywoodchuck,,,
26,0.647472575,0.225915378,0.126612046,drasticmum,,,
27,0.195295742,0.67115844,0.133545818,knackerkitten,,,
28,0.205566789,0.663306628,0.131126583,knackerkitten,,,
29,0.630511581,0.160743669,0.208744751,drasticmum,,,
30,0.715313264,0.166823169,0.117863567,drasticmum,,,
31,0.695556321,0.263354985,0.041088694,knackerkitten,,,
32,0.267346957,0.253512513,0.47914053,Raspywoodchuck,,,
33,0.310386913,0.13699272,0.552620368,drasticmum,,,
34,0.184847388,0.641747402,0.17340521,knackerkitten,,,
35,0.757489713,0.093002904,0.149507383,drasticmum,,,
36,0.179464553,0.137015391,0.683520056,Raspywoodchuck,,,
37,0.090997328,0.745974088,0.163028585,knackerkitten,,,
38,0.702983222,0.166737707,0.130279071,drasticmum,,,
39,0.685559451,0.193839059,0.12060149,drasticmum,,,
40,0.313114627,0.600363112,0.086522261,knackerkitten,,,
41,0.675242265,0.150660209,0.174097526,drasticmum,,,
42,0.675397822,0.151191867,0.173410311,drasticmum,,,
43,0.154510441,0.487310774,0.358178785,knackerkitten,,,
44,0.38162366,0.208813502,0.409562838,drasticmum,,,
45,0.142255362,0.166287723,0.691456915,Raspywoodchuck,,,
46,0.171713058,0.137878266,0.690408675,Raspywoodchuck,,,
47,0.29394919,0.178994799,0.527056011,Raspywoodchuck,,,
48,0.180187066,0.141924891,0.677888042,Raspywoodchuck,,,
49,0.568133503,0.207312981,0.224553516,drasticmum,,,
50,0.642706892,0.264713933,0.092579175,knackerkitten,,,
51,0.470801892,0.408634249,0.120563859,knackerkitten,,,
52,0.32961161,0.535610695,0.134777695,knackerkitten,,,
53,0.77754674,0.136574633,0.085878627,drasticmum,,,
54,0.045493463,0.662173576,0.292332961,Raspywoodchuck,,,
children_devicesB,drasticmum,knackerkitten,Raspywoodchuck,user,,,
0,1,0,0,drasticmum,,,
1,1,0,0,drasticmum,,,
2,0.220342495,0.779657505,0,knackerkitten,,,
3,0.134072965,0.137412316,0.728514719,Raspywoodchuck,,,
4,0.560594669,0.315805939,0.123599392,drasticmum,,,
5,0.122831965,0.633838936,0.243329098,knackerkitten,,,
6,0.163770092,0.686051584,0.150178324,knackerkitten,,,
7,0.263086891,0.626083474,0.110829635,knackerkitten,,,
8,0.20700984,0.139821352,0.653168809,Raspywoodchuck,,,
9,0.275770875,0.171672381,0.552556743,Raspywoodchuck,,,
10,0.199184291,0.432035843,0.368779866,knackerkitten,,,
11,0.872316764,0.064641923,0.063041313,drasticmum,,,
12,0.039212113,0.578532702,0.382255184,knackerkitten,,,
13,0.689841798,0.130515114,0.179643089,drasticmum,,,
14,0.594335511,0.2253062,0.180358289,drasticmum,,,
15,0.267224899,0.493936631,0.23883847,knackerkitten,,,
16,0.755078958,0.127243889,0.117677152,drasticmum,,,
17,0.751366903,0.128655486,0.119977611,drasticmum,,,
18,0.173256649,0.642551075,0.184192276,knackerkitten,,,
19,0.061761139,0.079695297,0.858543564,Raspywoodchuck,,,
20,0.746997296,0.183519447,0.069483257,drasticmum,,,
21,0.819682911,0.11539499,0.064922099,drasticmum,,,
22,0.110213002,0.80200097,0.087786028,knackerkitten,,,
23,0.093681053,0.225715317,0.68060363,Raspywoodchuck,,,
24,0.263077559,0.112201925,0.624720516,Raspywoodchuck,,,
25,0.05222133,0.548226139,0.399552531,Raspywoodchuck,,,
26,0.718278869,0.133956024,0.147765107,drasticmum,,,
27,0.120204091,0.694662271,0.185133639,knackerkitten,,,
28,0.133713102,0.603387734,0.262899164,knackerkitten,,,
29,0.740715913,0.112599153,0.146684935,drasticmum,,,
30,0.6916756,0.145044333,0.163280067,drasticmum,,,
31,0.48968702,0.417688578,0.092624402,knackerkitten,,,
32,0.230452497,0.249210628,0.520336875,Raspywoodchuck,,,
33,0.423695215,0.250968543,0.325336243,drasticmum,,,
34,0.143953269,0.677848554,0.178198176,knackerkitten,,,
35,0.755785376,0.095888479,0.148326144,drasticmum,,,
36,0.191249533,0.122780837,0.68596963,Raspywoodchuck,,,
37,0.093036888,0.742709287,0.164253826,knackerkitten,,,
38,0.615334043,0.260525259,0.124140698,drasticmum,,,
39,0.80452633,0.103038658,0.092435012,drasticmum,,,
40,0.090852056,0.796745561,0.112402384,knackerkitten,,,
41,0.722311784,0.113976869,0.163711347,drasticmum,,,
42,0.72488575,0.114532951,0.160581299,drasticmum,,,
43,0.111262527,0.465228466,0.423509007,knackerkitten,,,
44,0.298386337,0.175336007,0.526277656,drasticmum,,,
45,0.128738787,0.144263839,0.726997375,Raspywoodchuck,,,
46,0.187900097,0.148025292,0.664074611,Raspywoodchuck,,,
47,0.29342701,0.181747893,0.524825097,Raspywoodchuck,,,
48,0.192721462,0.148288774,0.658989765,Raspywoodchuck,,,
49,0.553486431,0.217587436,0.228926133,drasticmum,,,
50,0.360137497,0.450087128,0.189775376,knackerkitten,,,
51,0.529978343,0.357885813,0.112135844,knackerkitten,,,
52,0.303857374,0.555672016,0.14047061,knackerkitten,,,
53,0.773249591,0.140253967,0.086496442,drasticmum,,,
54,0.066490465,0.523576454,0.409933081,Raspywoodchuck,,,
children_devicesB,drasticmum,knackerkitten,Raspywoodchuck,user,,,
0,1,0,0,drasticmum,,,
1,1,0,0,drasticmum,,,
2,0.187071933,0.812928067,0,knackerkitten,,,
3,0.207032655,0.105401646,0.687565699,Raspywoodchuck,,,
4,0.555914929,0.341684285,0.102400786,drasticmum,,,
5,0.128247204,0.579251394,0.292501402,knackerkitten,,,
6,0.177891815,0.673528449,0.148579735,knackerkitten,,,
7,0.3224822,0.592942768,0.084575032,knackerkitten,,,
8,0.166051453,0.119016021,0.714932526,Raspywoodchuck,,,
9,0.340642332,0.170941892,0.488415776,Raspywoodchuck,,,
10,0.188338213,0.516163863,0.295497924,knackerkitten,,,
11,0.859484354,0.069889331,0.070626315,drasticmum,,,
12,0.056123187,0.702255533,0.24162128,knackerkitten,,,
13,0.691404849,0.116898838,0.191696313,drasticmum,,,
14,0.644615315,0.138961412,0.216423274,drasticmum,,,
15,0.263759383,0.58193757,0.154303047,knackerkitten,,,
16,0.84332772,0.076220359,0.080451921,drasticmum,,,
17,0.844905951,0.075610935,0.079483115,drasticmum,,,
18,0.06356835,0.634674386,0.301757264,knackerkitten,,,
19,0.043787553,0.081809623,0.874402824,Raspywoodchuck,,,
20,0.730225929,0.205613458,0.064160612,drasticmum,,,
21,0.819656448,0.122372844,0.057970708,drasticmum,,,
22,0.108016703,0.817865956,0.074117341,knackerkitten,,,
23,0.105605702,0.206706032,0.687688266,Raspywoodchuck,,,
24,0.274737275,0.101865593,0.623397132,Raspywoodchuck,,,
25,0.086952433,0.130664371,0.782383196,Raspywoodchuck,,,
26,0.709900718,0.200709589,0.089389693,drasticmum,,,
27,0.176628156,0.708994348,0.114377496,knackerkitten,,,
