nonself,,,,,,,
aiA,User1,User2,User3,user,,,
23,0.401222,0.598778,Raspywoodchuck,,,,
24,0.744925,0.255075,Raspywoodchuck,,,,
25,0.075292,0.924708,Raspywoodchuck,,,,
26,0.500435,0.499565,drasticmum,,,,
27,0.353147,0.646853,knackerkitten,,,,
28,0.32088,0.67912,knackerkitten,,,,
29,0.615972,0.384028,drasticmum,,,,
30,0.513481,0.486519,drasticmum,,,,
31,0.94028,0.05972,knackerkitten,,,,
32,0.504093,0.495907,Raspywoodchuck,,,,
33,0.367941,0.632059,drasticmum,,,,
34,0.451287,0.548713,knackerkitten,,,,
35,0.39376,0.60624,drasticmum,,,,
36,0.523417,0.476583,Raspywoodchuck,,,,
37,0.345313,0.654687,knackerkitten,,,,
38,0.889516,0.110484,drasticmum,,,,
39,0.557154,0.442846,drasticmum,,,,
40,0.594243,0.405757,knackerkitten,,,,
41,0.44827,0.55173,drasticmum,,,,
42,0.440969,0.559031,drasticmum,,,,
43,0.420871,0.579129,knackerkitten,,,,
44,0.258466,0.741534,drasticmum,,,,
45,0.469061,0.530939,Raspywoodchuck,,,,
46,0.60709,0.39291,Raspywoodchuck,,,,
47,0.708645,0.291355,Raspywoodchuck,,,,
48,0.622469,0.377531,Raspywoodchuck,,,,
49,0.431594,0.568406,drasticmum,,,,
50,0.716033,0.283967,knackerkitten,,,,
51,0.784296,0.215704,knackerkitten,,,,
52,0.729532,0.270468,knackerkitten,,,,
53,0.601768,0.398232,drasticmum,,,,
54,0.044913,0.955087,Raspywoodchuck,,,,
ketchup_vs_mustardB,User1,User2,User3,user,,,
0,0.333333,0.333333,0.333333,drasticmum,,,
1,0.333333,0.333333,0.333333,drasticmum,,,
2,1,0,0,individual mind,,,
3,1,0,0,drasticmum,,,
4,0.328123,0.671877,0,knackerkitten,,,
5,0.304999,0.695001,0,drasticmum,,,
6,0.461716,0.538284,0,individual mind,,,
7,0.474497,0.525503,0,individual mind,,,
8,0.787402,0.212598,0,drasticmum,,,
9,0.204434,0.274455,0.521111,Raspywoodchuck,,,
10,0.211109,0.223156,0.565734,drasticmum,,,
11,0.415643,0.222062,0.362295,individual mind,,,
12,0.575109,0.152104,0.272787,drasticmum,,,
13,0.42336,0.269221,0.30742,drasticmum,,,
14,0.459837,0.238039,0.302124,individual mind,,,
15,0.877392,0.053744,0.068864,drasticmum,,,
16,0.107152,0.298323,0.594524,drasticmum,,,
17,0.303586,0.209595,0.486819,individual mind,,,
18,0.398869,0.273081,0.32805,drasticmum,,,
19,0.221479,0.579653,0.198867,Raspywoodchuck,,,
20,0.158746,0.170458,0.670796,individual mind,,,
21,0.232142,0.601303,0.166556,Raspywoodchuck,,,
22,0.157832,0.323494,0.518674,Raspywoodchuck,,,
23,0.22258,0.264817,0.512603,drasticmum,,,
24,0.262925,0.268678,0.468397,individual mind,,,
25,0.284295,0.421397,0.294308,Raspywoodchuck,,,
26,0.315069,0.384198,0.300733,drasticmum,,,
27,0.442784,0.298682,0.258534,knackerkitten,,,
28,0.201745,0.52397,0.274285,individual mind,,,
29,0.269163,0.190462,0.540376,drasticmum,,,
30,0.662553,0.24963,0.087817,drasticmum,,,
31,0.500699,0.366123,0.133179,knackerkitten,,,
32,0.420712,0.241465,0.337823,drasticmum,,,
33,0.263907,0.309105,0.426988,Raspywoodchuck,,,
34,0.519291,0.341657,0.139052,knackerkitten,,,
35,0.596725,0.230684,0.172591,drasticmum,,,
36,0.087286,0.077126,0.835588,knackerkitten,,,
37,0.499976,0.243903,0.256121,individual mind,,,
38,0.63457,0.181743,0.183688,drasticmum,,,
39,0.272912,0.36567,0.361418,Raspywoodchuck,,,
40,0.511238,0.292977,0.195785,knackerkitten,,,
41,0.302299,0.533937,0.163763,drasticmum,,,
42,0.569904,0.25732,0.172777,individual mind,,,
43,0.021094,0.013733,0.965173,drasticmum,,,
44,0.12871,0.493681,0.377609,Raspywoodchuck,,,
45,0.109517,0.235047,0.655436,individual mind,,,
46,0.418517,0.208806,0.372677,drasticmum,,,
47,0.368849,0.278052,0.3531,drasticmum,,,
48,0.299675,0.396366,0.303959,drasticmum,,,
aiC,User1,User2,User3,user,,,
0,0.333333,0.333333,0.333333,mirrormoth,,,
1,0.333333,0.333333,0.333333,mirrormoth,,,
2,1,0,0,susancase1983,,,
3,1,0,0,mirrormoth,,,
4,0.930088,0.069912,0,honkyhornet,,,
5,0.539134,0.460866,0,susancase1983,,,
6,0.347276,0.309521,0.343203,magnetmussel,,,
7,0.381265,0.43975,0.178985,susancase1983,,,
8,0.369283,0.414213,0.216504,susancase1983,,,
9,0.756854,0.14801,0.095137,honkyhornet,,,
10,0.351209,0.313344,0.335448,magnetmussel,,,
11,0.392718,0.341569,0.265713,susancase1983,,,
12,0.596289,0.260652,0.143058,honkyhornet,,,
13,0.337054,0.515163,0.147784,susancase1983,,,
14,0.329644,0.562252,0.108104,mirrormoth,,,
15,0.464646,0.254654,0.2807,magnetmussel,,,
16,0.380509,0.296441,0.32305,honkyhornet,,,
17,0.587015,0.180217,0.232768,magnetmussel,,,
18,0.208139,0.413053,0.378808,mirrormoth,,,
19,0.178901,0.514906,0.306194,susancase1983,,,
20,0.147784,0.715779,0.136437,susancase1983,,,
21,0.367988,0.306849,0.325164,magnetmussel,,,
22,0.470744,0.240317,0.288939,honkyhornet,,,
23,0.270736,0.582286,0.146979,magnetmussel,,,
24,0.285934,0.539462,0.174604,magnetmussel,,,
25,0.666021,0.077035,0.256944,mirrormoth,,,
26,0.370857,0.44979,0.179353,magnetmussel,,,
27,0.331079,0.310917,0.358004,honkyhornet,,,
28,0.246802,0.363982,0.389217,susancase1983,,,
29,0.559625,0.166731,0.273644,honkyhornet,,,
30,0.071984,0.809745,0.118271,mirrormoth,,,
31,0.409869,0.048985,0.541146,magnetmussel,,,
32,0.431071,0.053115,0.515815,honkyhornet,,,
33,0.152274,0.375939,0.471787,mirrormoth,,,
34,0.057807,0.375191,0.567002,mirrormoth,,,
35,0.495922,0.155091,0.348987,honkyhornet,,,
36,0.348208,0.411491,0.240301,susancase1983,,,
37,0.191438,0.488368,0.320194,magnetmussel,,,
38,0.649997,0.194956,0.155047,susancase1983,,,
39,0.223555,0.293617,0.482828,susancase1983,,,
40,0.645691,0.094678,0.259632,magnetmussel,,,
41,0.552691,0.086925,0.360384,honkyhornet,,,
42,0.626599,0.071586,0.301814,honkyhornet,,,
43,0.07041,0.32852,0.60107,mirrormoth,,,
44,0.279457,0.470212,0.25033,susancase1983,,,
children_devicesC,User1,User2,User3,user,,,
0,0.333333,0.333333,0.333333,magnetmussel,,,
1,0.333333,0.333333,0.333333,magnetmussel,,,
2,1,0,0,honkyhornet,,,
3,1,0,0,magnetmussel,,,
4,0.396397,0.603603,0,susancase1983,,,
5,0.399537,0.600463,0,magnetmussel,,,
6,0.299997,0.44458,0.255422,mirrormoth,,,
7,0.234357,0.551422,0.214221,honkyhornet,,,
8,0.333182,0.358242,0.308576,susancase1983,,,
9,0.129003,0.049337,0.82166,magnetmussel,,,
10,0.291529,0.136552,0.571919,magnetmussel,,,
11,0.267243,0.390407,0.34235,honkyhornet,,,
12,0.483767,0.106035,0.410198,honkyhornet,,,
13,0.24832,0.519598,0.232082,magnetmussel,,,
14,0.086492,0.828406,0.085102,mirrormoth,,,
15,0.271216,0.345304,0.38348,susancase1983,,,
16,0.343777,0.112796,0.543427,magnetmussel,,,
17,0.333942,0.214647,0.451411,honkyhornet,,,
18,0.317621,0.349138,0.333241,susancase1983,,,
19,0.362739,0.390109,0.247152,magnetmussel,,,
20,0.321192,0.315474,0.363334,susancase1983,,,
21,0.120099,0.228766,0.651135,susancase1983,,,
22,0.419468,0.269571,0.310961,magnetmussel,,,
23,0.308416,0.344691,0.346894,honkyhornet,,,
24,0.248208,0.48505,0.266741,susancase1983,,,
25,0.433213,0.205441,0.361346,magnetmussel,,,
26,0.274269,0.158688,0.567042,magnetmussel,,,
27,0.129477,0.091193,0.779329,magnetmussel,,,
28,0.682461,0.190765,0.126773,mirrormoth,,,
29,0.269195,0.176353,0.554452,susancase1983,,,
30,0.549556,0.111458,0.338986,mirrormoth,,,
31,0.172657,0.461652,0.36569,magnetmussel,,,
32,0.121409,0.557141,0.32145,magnetmussel,,,
33,0.362511,0.329424,0.308065,magnetmussel,,,
34,0.242575,0.525448,0.231976,susancase1983,,,
35,0.308137,0.359259,0.332604,mirrormoth,,,
36,0.226275,0.544636,0.229089,susancase1983,,,
37,0.202335,0.451058,0.346607,mirrormoth,,,
38,0.149224,0.237398,0.613378,honkyhornet,,,
39,0.230044,0.277298,0.492657,susancase1983,,,
40,0.180563,0.536402,0.283035,honkyhornet,,,
41,0.370888,0.328383,0.300729,magnetmussel,,,
42,0.020034,0.886289,0.093678,mirrormoth,,,
43,0.349473,0.303877,0.34665,magnetmussel,,,
44,0.232432,0.392195,0.375373,susancase1983,,,
45,0.443279,0.278961,0.27776,honkyhornet,,,
46,0.102912,0.130585,0.766503,magnetmussel,,,
47,0.396012,0.114879,0.489108,susancase1983,,,
48,0.270429,0.320576,0.408995,magnetmussel,,,
49,0.24989,0.507672,0.242438,susancase1983,,,
50,0.241316,0.125161,0.633522,susancase1983,,,
51,0.175429,0.103974,0.720597,susancase1983,,,
52,0.165867,0.100615,0.733518,mirrormoth,,,
53,0.024972,0.015408,0.95962,susancase1983,,,
54,0.263519,0.162974,0.573507,mirrormoth,,,
55,0.363517,0.290189,0.346294,honkyhornet,,,
56,0.221086,0.087389,0.691524,mirrormoth,,,
57,0.134564,0.054402,0.811034,susancase1983,,,
58,0.172973,0.072193,0.754834,susancase1983,,,
59,0.119593,0.054028,0.826379,mirrormoth,,,
60,0.148677,0.061141,0.790183,susancase1983,,,
61,0.112597,0.588787,0.298615,honkyhornet,,,
62,0.280799,0.573713,0.145488,magnetmussel,,,
63,0.366357,0.391451,0.242192,magnetmussel,,,
64,0.284426,0.179986,0.535588,susancase1983,,,
65,0.302152,0.262304,0.435544,susancase1983,,,
66,0.09763,0.754848,0.147522,honkyhornet,,,
67,0.105217,0.745838,0.148945,susancase1983,,,
68,0.485029,0.183179,0.331792,susancase1983,,,
69,0.180621,0.537437,0.281941,magnetmussel,,,
70,0.453998,0.31275,0.233253,honkyhornet,,,
71,0.31099,0.162428,0.526582,mirrormoth,,,
72,0.171601,0.514574,0.313824,magnetmussel,,,
73,0.225627,0.625485,0.148888,honkyhornet,,,
74,0.507133,0.285201,0.207666,susancase1983,,,
ketchup_vs_mustardC,User1,User2,User3,user,,,
0,0.333333,0.333333,0.333333,magnetmussel,,,
1,0.333333,0.333333,0.333333,magnetmussel,,,
2,0.333333,0.333333,0.333333,magnetmussel,,,
3,1,0,0,susancase1983,,,
4,1,0,0,susancase1983,,,
5,1,0,0,magnetmussel,,,
6,0.578508,0.421492,0,honkyhornet,,,
7,0.359055,0.640945,0,magnetmussel,,,
8,0.502499,0.497501,0,susancase1983,,,
9,0.206822,0.793178,0,magnetmussel,,,
10,0.423295,0.576705,0,magnetmussel,,,
11,0.384943,0.615057,0,magnetmussel,,,
12,0.26596,0.73404,0,susancase1983,,,
13,0.310918,0.689082,0,magnetmussel,,,
14,0.26237,0.343832,0.393798,mirrormoth,,,
15,0.572143,0.210135,0.217723,honkyhornet,,,
16,0.279535,0.639713,0.080752,susancase1983,,,
17,0.336205,0.5573,0.106494,susancase1983,,,
18,0.428202,0.305937,0.265861,mirrormoth,,,
19,0.669494,0.279147,0.051359,magnetmussel,,,
20,0.292812,0.272209,0.434979,susancase1983,,,
21,0.365141,0.303528,0.33133,mirrormoth,,,
22,0.277037,0.270439,0.452523,susancase1983,,,
23,0.396886,0.500301,0.102814,susancase1983,,,
24,0.386585,0.29739,0.316025,mirrormoth,,,
25,0.284079,0.295148,0.420772,magnetmussel,,,
26,0.127013,0.602774,0.270213,susancase1983,,,
27,0.781365,0.149271,0.069364,magnetmussel,,,
28,0.518126,0.288976,0.192898,susancase1983,,,
29,0.313956,0.268301,0.417743,honkyhornet,,,
30,0.470797,0.098334,0.430868,susancase1983,,,
31,0.165963,0.568725,0.265312,honkyhornet,,,
32,0.179607,0.4658,0.354593,mirrormoth,,,
33,0.3665,0.308321,0.325179,magnetmussel,,,
34,0.845674,0.08131,0.073016,honkyhornet,,,
35,0.732182,0.040139,0.227679,magnetmussel,,,
36,0.391195,0.152937,0.455868,susancase1983,,,
37,0.057175,0.891626,0.051199,susancase1983,,,
pineapple_on_pizzaC,User1,User2,User3,user,,,
0,0.333333,0.333333,0.333333,magnetmussel,,,
1,0.333333,0.333333,0.333333,magnetmussel,,,
2,1,0,0,susancase1983,,,
3,0.486359,0.513641,0,honkyhornet,,,
4,0.371372,0.628628,0,magnetmussel,,,
5,0.444099,0.555901,0,magnetmussel,,,
6,0.077048,0.289995,0.632957,mirrormoth,,,
7,0.171947,0.41214,0.415913,susancase1983,,,
8,0.037401,0.056138,0.906461,honkyhornet,,,
9,0.118058,0.308682,0.57326,mirrormoth,,,
10,0.874591,0.068937,0.056472,susancase1983,,,
11,0.144357,0.35184,0.503803,susancase1983,,,
12,0.453088,0.167788,0.379124,mirrormoth,,,
13,0.18063,0.593781,0.225589,honkyhornet,,,
14,0.308128,0.492803,0.199069,magnetmussel,,,
15,0.129951,0.225194,0.644855,susancase1983,,,
16,0.167762,0.320646,0.511592,susancase1983,,,
17,0.54148,0.266338,0.192183,magnetmussel,,,
18,0.228678,0.122492,0.64883,susancase1983,,,
19,0.205571,0.141555,0.652874,susancase1983,,,
20,0.273966,0.199067,0.526967,magnetmussel,,,
21,0.390249,0.153759,0.455991,honkyhornet,,,
22,0.302122,0.090836,0.607043,mirrormoth,,,
23,0.513497,0.232406,0.254096,susancase1983,,,
24,0.413168,0.284764,0.302068,magnetmussel,,,
25,0.045918,0.124172,0.82991,mirrormoth,,,
26,0.08119,0.414954,0.503856,susancase1983,,,
27,0.074222,0.388374,0.537404,mirrormoth,,,
28,0.198553,0.400114,0.401333,magnetmussel,,,
29,0.590295,0.119195,0.29051,honkyhornet,,,
30,0.380496,0.354993,0.264512,susancase1983,,,
31,0.497101,0.270106,0.232793,magnetmussel,,,
32,0.239841,0.610461,0.149698,honkyhornet,,,
33,0.437013,0.429794,0.133193,susancase1983,,,
34,0.447719,0.366768,0.185513,susancase1983,,,
35,0.586483,0.291339,0.122178,magnetmussel,,,
36,0.125066,0.109745,0.765189,honkyhornet,,,
37,0.266801,0.395433,0.337766,magnetmussel,,,
38,0.092139,0.435132,0.472728,susancase1983,,,
children_devicesP,User1,User2,User3,user,,,
0,0.333333,0.333333,0.333333,koolkapel,,,
1,1,0,0,nationalyuity,,,
2,1,0,0,nationalyuity,,,
3,0.674372,0.325628,0,anklefuvet,,,
4,0.531633,0.468367,0,nationalyuity,,,
5,0.569065,0.430935,0,nationalyuity,,,
6,0.546181,0.453819,0,koolkapel,,,
7,0.475385,0.282257,0.242358,copperbrilly,,,
8,0.298078,0.325941,0.375981,anklefuvet,,,
9,0.374693,0.243081,0.382226,nationalyuity,,,
10,0.47804,0.149215,0.372745,copperbrilly,,,
11,0.688445,0.117818,0.193737,nationalyuity,,,
12,0.203912,0.121631,0.674457,koolkapel,,,
13,0.313088,0.381939,0.304973,anklefuvet,,,
14,0.35649,0.190986,0.452523,anklefuvet,,,
15,0.376824,0.277374,0.345802,nationalyuity,,,
16,0.500787,0.164751,0.334462,nationalyuity,,,
17,0.404798,0.237593,0.35761,nationalyuity,,,
18,0.367817,0.243329,0.388854,koolkapel,,,
19,0.290233,0.297573,0.412195,nationalyuity,,,
20,0.408323,0.274448,0.317229,koolkapel,,,
21,0.125077,0.579924,0.294999,nationalyuity,,,
22,0.088972,0.299122,0.611906,nationalyuity,,,
23,0.063496,0.644054,0.292449,nationalyuity,,,
24,0.023967,0.889137,0.086896,nationalyuity,,,
25,0.240824,0.275565,0.483611,anklefuvet,,,
26,0.172837,0.197595,0.629568,copperbrilly,,,
27,0.073875,0.68116,0.244965,nationalyuity,,,
28,0.087723,0.527133,0.385144,nationalyuity,,,
29,0.101314,0.661737,0.236948,nationalyuity,,,
30,0.314365,0.371176,0.314459,anklefuvet,,,
31,0.234478,0.379656,0.385866,nationalyuity,,,
32,0.289606,0.279051,0.431343,nationalyuity,,,
33,0.488037,0.235351,0.276611,copperbrilly,,,
34,0.257462,0.304854,0.437685,nationalyuity,,,
35,0.333463,0.311309,0.355228,koolkapel,,,
36,0.044458,0.616216,0.339326,anklefuvet,,,
37,0.046896,0.650018,0.303086,nationalyuity,,,
38,0.048847,0.700296,0.250857,nationalyuity,,,
39,0.037775,0.6966,0.265624,nationalyuity,,,
40,0.352092,0.308003,0.339905,koolkapel,,,
41,0.073776,0.198199,0.728024,anklefuvet,,,
42,0.185208,0.382275,0.432517,nationalyuity,,,
43,0.115129,0.461691,0.423179,nationalyuity,,,
44,0.124303,0.586381,0.289316,anklefuvet,,,
45,0.105223,0.593484,0.301293,nationalyuity,,,
46,0.126913,0.224071,0.649016,nationalyuity,,,
47,0.162185,0.676129,0.161686,koolkapel,,,
48,0.326522,0.573004,0.100474,nationalyuity,,,
49,0.22301,0.704798,0.072191,anklefuvet,,,
50,0.308023,0.534042,0.157934,anklefuvet,,,
51,0.551992,0.305134,0.142874,nationalyuity,,,
52,0.837196,0.114533,0.048272,koolkapel,,,
53,0.359269,0.552588,0.088143,copperbrilly,,,
54,0.393656,0.156657,0.449687,nationalyuity,,,
55,0.206614,0.122899,0.670487,koolkapel,,,
56,0.428951,0.156507,0.414542,nationalyuity,,,
57,0.579218,0.127271,0.29351,koolkapel,,,
58,0.379982,0.479766,0.140252,copperbrilly,,,
59,0.524594,0.1562,0.319206,nationalyuity,,,
60,0.138534,0.682706,0.17876,nationalyuity,,,
61,0.263962,0.181488,0.55455,nationalyuity,,,
62,0.201717,0.654554,0.143729,koolkapel,,,
ketchup_vs_mustardP,User1,User2,User3,user,,,
0,0.333333,0.333333,0.333333,koolkapel,,,
1,0.333333,0.333333,0.333333,koolkapel,,,
2,1,0,0,nationalyuity,,,
3,0.759307,0.240693,0,anklefuvet,,,
4,0.469811,0.530189,0,koolkapel,,,
5,0.469695,0.530305,0,nationalyuity,,,
6,0.363346,0.636654,0,anklefuvet,,,
7,0.66805,0.33195,0,koolkapel,,,
8,0.74143,0.25857,0,nationalyuity,,,
9,0.815523,0.184477,0,nationalyuity,,,
10,0.647091,0.352909,0,koolkapel,,,
11,0.862677,0.137323,0,nationalyuity,,,
12,0.541474,0.458526,0,anklefuvet,,,
13,0.598609,0.401391,0,nationalyuity,,,
14,0.428192,0.571808,0,koolkapel,,,
15,0.239757,0.249403,0.510839,copperbrilly,,,
16,0.646535,0.217675,0.13579,koolkapel,,,
17,0.159569,0.40107,0.439361,nationalyuity,,,
18,0.081691,0.193128,0.725181,anklefuvet,,,
19,0.222914,0.371784,0.405302,koolkapel,,,
20,0.304838,0.354974,0.340189,nationalyuity,,,
21,0.282981,0.369435,0.347584,nationalyuity,,,
22,0.205731,0.381502,0.412767,koolkapel,,,
23,0.160916,0.324406,0.514678,anklefuvet,,,
24,0.214196,0.440382,0.345422,nationalyuity,,,
25,0.194165,0.478996,0.326839,nationalyuity,,,
26,0.450478,0.303907,0.245615,koolkapel,,,
27,0.096632,0.384031,0.519338,nationalyuity,,,
28,0.194707,0.39603,0.409263,anklefuvet,,,
29,0.399379,0.139383,0.461238,koolkapel,,,
30,0.282832,0.104545,0.612623,nationalyuity,,,
31,0.260834,0.391938,0.347228,koolkapel,,,
32,0.307182,0.23514,0.457679,nationalyuity,,,
33,0.63798,0.170036,0.191984,nationalyuity,,,
pineapple_on_pizzaP,User1,User2,User3,user,,,
0,0.333333,0.333333,0.333333,nationalyuity,,,
1,1,0,0,anklefuvet,,,
2,1,0,0,anklefuvet,,,
3,1,0,0,nationalyuity,,,
4,0.50067,0.49933,0,copperbrilly,,,
5,0.514351,0.485649,0,copperbrilly,,,
6,0.567565,0.432435,0,anklefuvet,,,
7,0.307535,0.692465,0,nationalyuity,,,
8,0.527934,0.472066,0,nationalyuity,,,
9,0.555975,0.444025,0,anklefuvet,,,
10,0.576141,0.423859,0,anklefuvet,,,
11,0.383303,0.616697,0,nationalyuity,,,
12,0.5726,0.4274,0,anklefuvet,,,
13,0.33349,0.66651,0,nationalyuity,,,
14,0.283837,0.716163,0,anklefuvet,,,
15,0.522648,0.477352,0,nationalyuity,,,
16,0.213835,0.786165,0,nationalyuity,,,
17,0.434785,0.565215,0,nationalyuity,,,
18,0.885296,0.114704,0,copperbrilly,,,
19,0.926414,0.073586,0,nationalyuity,,,
20,0.373871,0.626129,0,nationalyuity,,,
21,0.918037,0.081963,0,anklefuvet,,,
22,0.388332,0.476041,0.135627,koolkapel,,,
23,0.797598,0.059438,0.142964,nationalyuity,,,
24,0.284965,0.293614,0.421422,copperbrilly,,,
25,0.224933,0.2579,0.517167,nationalyuity,,,
26,0.351888,0.245953,0.402159,koolkapel,,,
27,0.713983,0.16366,0.122357,nationalyuity,,,
28,0.256006,0.357509,0.386485,nationalyuity,,,
29,0.51018,0.226773,0.263047,anklefuvet,,,
30,0.394355,0.337046,0.268599,anklefuvet,,,
31,0.24436,0.437709,0.317931,nationalyuity,,,
32,0.58269,0.229084,0.188226,nationalyuity,,,
33,0.494963,0.35286,0.152176,koolkapel,,,
34,0.29801,0.422136,0.279854,anklefuvet,,,
35,0.12321,0.110438,0.766353,nationalyuity,,,
36,0.250698,0.533104,0.216198,copperbrilly,,,
37,0.261793,0.071495,0.666712,anklefuvet,,,
38,0.261845,0.221302,0.516853,koolkapel,,,
39,0.277692,0.248678,0.47363,copperbrilly,,,
40,0.187536,0.165525,0.646939,koolkapel,,,
41,0.672539,0.174895,0.152566,anklefuvet,,,
42,0.066418,0.228466,0.705116,nationalyuity,,,
43,0.248725,0.487241,0.264034,copperbrilly,,,
44,0.119226,0.755214,0.12556,anklefuvet,,,
45,0.240104,0.239046,0.52085,nationalyuity,,,
46,0.38748,0.388283,0.224237,nationalyuity,,,
47,0.200484,0.40184,0.397676,koolkapel,,,
48,0.426648,0.440515,0.132837,nationalyuity,,,
49,0.4295,0.488134,0.082366,anklefuvet,,,
50,0.483688,0.361237,0.155075,nationalyuity,,,
51,0.614377,0.301967,0.083656,nationalyuity,,,
52,0.524014,0.349497,0.12649,nationalyuity,,,
53,0.486924,0.281995,0.231081,koolkapel,,,
54,0.28135,0.133521,0.585129,anklefuvet,,,
55,0.663203,0.168398,0.168398,copperbrilly,,,
56,0.057111,0.898222,0.044667,koolkapel,,,
57,0.226321,0.54331,0.230369,nationalyuity,,,
58,0.177463,0.638762,0.183775,nationalyuity,,,
59,0.10113,0.10763,0.79124,anklefuvet,,,
sweet_vs_savouryP,User1,User2,User3,user,,,
0,0.333333,0.333333,0.333333,copperbrilly,,,
1,1,0,0,koolkapel,,,
2,0.49989,0.50011,0,anklefuvet,,,
3,0.575789,0.424211,0,koolkapel,,,
4,0.483352,0.516648,0,anklefuvet,,,
5,0.673697,0.326303,0,copperbrilly,,,
6,0.255677,0.605342,0.138981,nationalyuity,,,
7,0.152822,0.414537,0.432641,nationalyuity,,,
8,0.02415,0.04516,0.930689,nationalyuity,,,
9,0.152775,0.404566,0.442659,nationalyuity,,,
10,0.103207,0.780391,0.116402,nationalyuity,,,
11,0.097705,0.561885,0.34041,anklefuvet,,,
12,0.151683,0.336377,0.51194,nationalyuity,,,
13,0.129863,0.50645,0.363687,anklefuvet,,,
14,0.355875,0.344539,0.299586,nationalyuity,,,
15,0.100355,0.476422,0.423223,nationalyuity,,,
16,0.363563,0.3326,0.303837,copperbrilly,,,
17,0.300681,0.37581,0.323509,nationalyuity,,,
18,0.14082,0.528617,0.330564,anklefuvet,,,
19,0.197089,0.494592,0.308319,anklefuvet,,,
20,0.469618,0.341591,0.188792,nationalyuity,,,
21,0.141567,0.655355,0.203079,anklefuvet,,,
22,0.351896,0.33452,0.313583,nationalyuity,,,
23,0.605296,0.181629,0.213075,koolkapel,,,
24,0.079469,0.827356,0.093175,copperbrilly,,,
25,0.391165,0.168145,0.44069,nationalyuity,,,
26,0.266713,0.290313,0.442974,koolkapel,,,
27,0.505353,0.135373,0.359275,anklefuvet,,,
28,0.39177,0.141102,0.467128,nationalyuity,,,
29,0.391735,0.19889,0.409375,anklefuvet,,,
30,0.17738,0.242596,0.580023,copperbrilly,,,
31,0.346892,0.221359,0.43175,koolkapel,,,
32,0.600967,0.14484,0.254194,copperbrilly,,,
33,0.208005,0.239358,0.552637,anklefuvet,,,
34,0.1379,0.526222,0.335877,koolkapel,,,
35,0.415818,0.279684,0.304498,nationalyuity,,,
36,0.435268,0.425306,0.139425,copperbrilly,,,
37,0.469995,0.273026,0.256978,nationalyuity,,,
38,0.256671,0.613541,0.129788,koolkapel,,,
39,0.287348,0.525168,0.187484,anklefuvet,,,
40,0.383258,0.466461,0.150281,anklefuvet,,,
41,0.4887,0.228904,0.282395,nationalyuity,,,
42,0.292346,0.541182,0.166472,koolkapel,,,
43,0.231984,0.622398,0.145617,anklefuvet,,,
44,0.744403,0.099817,0.15578,anklefuvet,,,
45,0.509317,0.311278,0.179405,copperbrilly,,,
46,0.696951,0.177393,0.125656,nationalyuity,,,
47,0.352836,0.306978,0.340186,anklefuvet,,,
48,0.395676,0.179422,0.424901,koolkapel,,,
49,0.35302,0.326078,0.320901,koolkapel,,,
50,0.504481,0.137811,0.357707,anklefuvet,,,
51,0.327901,0.379197,0.292902,koolkapel,,,
52,0.388241,0.31558,0.296179,anklefuvet,,,
53,0.473795,0.193073,0.333132,nationalyuity,,,
54,0.328288,0.375321,0.296391,koolkapel,,,
55,0.417012,0.12356,0.459428,nationalyuity,,,
56,0.352005,0.323071,0.324924,anklefuvet,,,
57,0.45826,0.191346,0.350395,koolkapel,,,
58,0.330436,0.370781,0.298783,anklefuvet,,,
59,0.276426,0.360389,0.363185,nationalyuity,,,
60,0.206882,0.279555,0.513563,koolkapel,,,
61,0.194554,0.101916,0.703531,nationalyuity,,,
62,0.413475,0.132446,0.45408,nationalyuity,,,
63,0.288284,0.401777,0.309939,koolkapel,,,
64,0.501266,0.149396,0.349339,nationalyuity,,,
65,0.137039,0.730859,0.132102,copperbrilly,,,
66,0.2829,0.29926,0.41784,koolkapel,,,
67,0.251315,0.277189,0.471496,anklefuvet,,,
68,0.148462,0.25949,0.592048,nationalyuity,,,
69,0.131927,0.173087,0.694986,nationalyuity,,,
70,0.084799,0.479371,0.43583,copperbrilly,,,
71,0.578501,0.063248,0.358251,nationalyuity,,,
72,0.255542,0.226226,0.518232,koolkapel,,,
welfareA,User1,User2,User3,User4,User5,user,
0,0.2,0.2,0.2,0.2,0.2,Bobby,
1,1,0,0,0,0,Daisy,
2,0.359083586,0.640916414,0,0,0,Ursula,
3,0.160682962,0.350827757,0.488489281,0,0,Mary,
4,0.265781147,0.25367213,0.480546724,0,0,Ursula,
5,0.11866149,0.13981222,0.463950575,0.277575715,0,Alex,
6,0.136901365,0.26289998,0.237683668,0.362514987,0,Mary,
7,0.131968513,0.162553576,0.262084831,0.188008546,0.255384534,Gary,
8,0.10723475,0.282194128,0.219939175,0.24857551,0.142056437,Daisy,
9,0.169320998,0.199171264,0.168453442,0.194147162,0.268907135,Bobby,
10,0.049673506,0.381794545,0.208902793,0.236965794,0.122663363,Mary,
11,0.064542778,0.205184286,0.256477161,0.204564122,0.269231653,Gary,
12,0.146219417,0.189529865,0.181541033,0.262746987,0.219962698,Bobby,
13,0.394809581,0.107938642,0.133291223,0.188472072,0.175488482,Mary,
14,0.154776059,0.312032454,0.129827938,0.241342971,0.162020578,Bobby,
15,0.199864949,0.252161103,0.162911155,0.237028421,0.148034373,Daisy,
16,0.229351901,0.101585622,0.218299502,0.295891999,0.154870976,Mary,
