self,,,,,,,
aiA,Borys Lang,Attack Helicopter,manymagpie,moonmoth,user,,
40,0.170203472,0.389020922,0.08433165,0.356443956,manymagpie,,
41,0.321087433,0.138950724,0.368679796,0.171282047,Attack Helicopter,,
42,0.548483556,0.087209765,0.2064873,0.157819379,Attack Helicopter,,
43,0.151943987,0.308456222,0.173470394,0.366129397,manymagpie,,
44,0.192022599,0.124998509,0.5490056,0.133973292,Attack Helicopter,,
45,0.436957815,0.237184232,0.074520661,0.251337293,Borys Lang,,
46,0.431542222,0.187259029,0.177480669,0.203718079,Borys Lang,,
47,0.295199183,0.127222043,0.431058082,0.146520692,Attack Helicopter,,
48,0.227177572,0.183707074,0.318260264,0.270855091,Attack Helicopter,,
49,0.616048718,0.13649166,0.112522636,0.134936986,Borys Lang,,
50,0.699577821,0.101196195,0.097283201,0.101942783,Borys Lang,,
51,0.453672783,0.174965221,0.159427821,0.211934175,Borys Lang,,
52,0.125747106,0.184635813,0.46648441,0.223132671,Attack Helicopter,,
53,0.394696254,0.191283617,0.139086325,0.274933804,Borys Lang,,
54,0.320751968,0.161438098,0.274390546,0.243419388,Borys Lang,,
55,0.130659378,0.276191224,0.300461116,0.292688282,Attack Helicopter,,
56,0.21401615,0.200863406,0.283046768,0.302073677,Attack Helicopter,,
57,0.168760472,0.185380752,0.420040123,0.225818652,Attack Helicopter,,
58,0.168464228,0.213530719,0.308949482,0.309055572,Attack Helicopter,,
59,0.651486481,0.108335388,0.127957758,0.112220373,Borys Lang,,
60,0.055705522,0.224970013,0.349343394,0.369981072,Attack Helicopter,,
61,0.490560656,0.168518895,0.158345449,0.182575,Borys Lang,,
62,0.104207316,0.193027169,0.300033776,0.40273174,Attack Helicopter,,
63,0.079614782,0.28939229,0.316764165,0.314228763,manymagpie,,
64,0.098082305,0.266660279,0.453497965,0.181759451,Attack Helicopter,,
65,0.095820085,0.308843841,0.399850062,0.195486013,Attack Helicopter,,
66,0.55668157,0.148195055,0.112539151,0.182584224,Borys Lang,,
67,0.207301899,0.530446152,0.10422367,0.158028279,manymagpie,,
68,0.072864317,0.347755306,0.391123504,0.188256873,manymagpie,,
69,0.276756827,0.117921157,0.117606149,0.487715867,Borys Lang,,
70,0.356555504,0.068037518,0.166947873,0.408459104,Attack Helicopter,,
71,0.35616564,0.11511462,0.271659787,0.257059953,Borys Lang,,
72,0.137085248,0.374406125,0.239754162,0.248754465,manymagpie,,
73,0.150566174,0.604472676,0.121522747,0.123438403,manymagpie,,
74,0.304876615,0.054384335,0.273352121,0.367386929,Borys Lang,,
75,0.347438276,0.048098173,0.292968506,0.311495046,Attack Helicopter,,
76,0.184074192,0.305369242,0.351156083,0.159400482,manymagpie,,
77,0.285705287,0.17267136,0.280898642,0.260724711,Borys Lang,,
78,0.148729056,0.196647406,0.494823655,0.159799882,manymagpie,,
79,0.559186496,0.156008169,0.158480975,0.12632436,Borys Lang,,
80,0.082095929,0.580063753,0.150601871,0.187238447,manymagpie,,
81,0.13949643,0.393560763,0.290921436,0.176021371,manymagpie,,
82,0.30730672,0.359198272,0.210399253,0.123095755,Borys Lang,,
83,0.61099099,0.10459101,0.127772223,0.156645777,Borys Lang,,
84,0.094961782,0.332205372,0.181959483,0.390873362,manymagpie,,
85,0.385159872,0.12776278,0.309927066,0.177150282,Borys Lang,,
86,0.530749231,0.086926014,0.260736316,0.121588439,Attack Helicopter,,
87,0.170922807,0.295820091,0.192214243,0.341042859,manymagpie,,
88,0.353866041,0.160498682,0.362618895,0.123016381,Attack Helicopter,,
89,0.630807154,0.128707185,0.091729981,0.14875568,Borys Lang,,
aiB,knackerkitten,drasticmum,individual mind,Raspywoodchuck,user,,
0,1,0,0,0,knackerkitten,,
1,0.316624507,0.683375493,0,0,drasticmum,,
2,0.166799739,0.155129926,0.678070334,0,individual mind,,
3,0.102768463,0.10013995,0.20242984,0.594661747,Raspywoodchuck,,
4,0.434413266,0.127370095,0.303995048,0.134221591,knackerkitten,,
5,0.094852424,0.16701654,0.668969924,0.069161113,individual mind,,
6,0.523151775,0.331394616,0.045987279,0.09946633,drasticmum,,
7,0.253867153,0.372440897,0.304059524,0.069632425,individual mind,,
8,0.165117025,0.546434176,0.199284443,0.089164356,drasticmum,,
9,0.479981507,0.119671811,0.212022649,0.188324034,knackerkitten,,
10,0.137334492,0.552593487,0.219653129,0.090418892,drasticmum,,
11,0.099878608,0.33213281,0.49874428,0.069244302,individual mind,,
12,0.281318451,0.471885926,0.091229321,0.155566302,drasticmum,,
13,0.182917109,0.254799212,0.121273199,0.44101048,Raspywoodchuck,,
14,0.102013111,0.413877772,0.32009225,0.164016867,drasticmum,,
15,0.14229603,0.106655757,0.348723487,0.402324725,individual mind,,
16,0.340615768,0.207527353,0.175289523,0.276567356,knackerkitten,,
17,0.299140696,0.242938472,0.134565303,0.323355528,Raspywoodchuck,,
18,0.150042065,0.289308373,0.350675903,0.20997366,individual mind,,
19,0.208984454,0.141370592,0.115659999,0.533984955,Raspywoodchuck,,
20,0.19216866,0.132312062,0.463253505,0.212265772,individual mind,,
21,0.388276952,0.351233754,0.13226077,0.128228523,knackerkitten,,
22,0.227956662,0.17173902,0.432353682,0.167950636,individual mind,,
23,0.35807575,0.290102345,0.275814164,0.076007741,individual mind,,
24,0.105070764,0.637408722,0.114784669,0.142735845,Raspywoodchuck,,
25,0.51422724,0.148105117,0.187096568,0.150571075,knackerkitten,,
26,0.079727033,0.779556327,0.072215872,0.068500768,drasticmum,,
27,0.577556641,0.065498062,0.198906078,0.15803922,knackerkitten,,
28,0.087195117,0.47404413,0.191274346,0.247486407,drasticmum,,
29,0.327458448,0.075907113,0.498016738,0.0986177,individual mind,,
30,0.371972637,0.37088576,0.141407431,0.115734172,drasticmum,,
31,0.168435778,0.322354062,0.359621066,0.149589094,individual mind,,
32,0.174850805,0.330976365,0.353990887,0.140181943,drasticmum,,
33,0.091347945,0.132161262,0.494452632,0.28203816,individual mind,,
34,0.067061074,0.090909453,0.423242105,0.418787368,Raspywoodchuck,,
35,0.734778603,0.118125591,0.076612264,0.070483543,knackerkitten,,
36,0.002953075,0.007051798,0.031603578,0.958391549,individual mind,,
37,0.003589526,0.039730809,0.385168141,0.571511523,drasticmum,,
38,0.114473288,0.639633578,0.123324375,0.122568759,drasticmum,,
39,0.025089644,0.004271617,0.415146553,0.555492186,knackerkitten,,
40,0.250119818,0.097319991,0.40123104,0.251329151,individual mind,,
41,0.127771606,0.030306024,0.765466641,0.076455729,knackerkitten,,
42,0.244059901,0.399872932,0.229206862,0.126860305,drasticmum,,
43,0.428922059,0.06894093,0.344958263,0.157178748,Raspywoodchuck,,
children_devicesB,drasticmum,knackerkitten,Raspywoodchuck,user,,,
0,1,0,0,drasticmum,,,
1,1,0,0,drasticmum,,,
2,0.260398152,0.739601848,0,knackerkitten,,,
3,0.218546476,0.138039796,0.643413728,Raspywoodchuck,,,
4,0.461195437,0.438048892,0.100755671,drasticmum,,,
5,0.116935444,0.712703713,0.170360843,knackerkitten,,,
6,0.168650058,0.551483004,0.279866939,knackerkitten,,,
7,0.281483856,0.5680814,0.150434743,knackerkitten,,,
8,0.121898,0.157161908,0.720940093,Raspywoodchuck,,,
9,0.236001941,0.367744508,0.396253551,Raspywoodchuck,,,
10,0.180588738,0.569648571,0.249762692,knackerkitten,,,
11,0.764012284,0.125235148,0.110752568,drasticmum,,,
12,0.120770595,0.633976702,0.245252703,knackerkitten,,,
13,0.665102896,0.131446457,0.203450648,drasticmum,,,
14,0.63823646,0.178374439,0.183389102,drasticmum,,,
15,0.156849954,0.576194976,0.26695507,knackerkitten,,,
16,0.498813037,0.163020976,0.338165987,drasticmum,,,
17,0.493726967,0.160669518,0.345603515,drasticmum,,,
18,0.350483566,0.467411161,0.182105272,knackerkitten,,,
19,0.089218262,0.082453461,0.828328277,Raspywoodchuck,,,
20,0.73360918,0.188927335,0.077463485,drasticmum,,,
21,0.815380622,0.114331376,0.070288002,drasticmum,,,
22,0.104062889,0.801148978,0.094788133,knackerkitten,,,
23,0.085560967,0.33860579,0.575833243,Raspywoodchuck,,,
24,0.252279864,0.111412865,0.636307271,Raspywoodchuck,,,
25,0.089267702,0.14615751,0.764574787,Raspywoodchuck,,,
26,0.796621174,0.102043937,0.101334889,drasticmum,,,
27,0.087238642,0.795889283,0.116872075,knackerkitten,,,
28,0.094444939,0.774136035,0.131419026,knackerkitten,,,
29,0.644114721,0.21634623,0.139539049,drasticmum,,,
30,0.723584319,0.153942629,0.122473052,drasticmum,,,
31,0.511792445,0.424841621,0.063365933,knackerkitten,,,
32,0.244709932,0.195169532,0.560120535,Raspywoodchuck,,,
33,0.460564834,0.210196299,0.329238867,drasticmum,,,
34,0.199037398,0.607352609,0.193609993,knackerkitten,,,
35,0.747581623,0.101809258,0.150609119,drasticmum,,,
36,0.193258475,0.150326754,0.656414771,Raspywoodchuck,,,
37,0.097942458,0.742075867,0.159981675,knackerkitten,,,
38,0.682584897,0.183619148,0.133795956,drasticmum,,,
39,0.690515637,0.184470104,0.125014259,drasticmum,,,
40,0.273154353,0.637867779,0.088977869,knackerkitten,,,
41,0.693411113,0.154668135,0.151920752,drasticmum,,,
42,0.692875557,0.155556098,0.151568345,drasticmum,,,
43,0.106605598,0.490931198,0.402463204,knackerkitten,,,
44,0.295809107,0.145035719,0.559155174,drasticmum,,,
45,0.118412095,0.149261179,0.732326727,Raspywoodchuck,,,
46,0.195686433,0.140455934,0.663857633,Raspywoodchuck,,,
47,0.343465888,0.167237346,0.489296766,Raspywoodchuck,,,
48,0.204051038,0.143681065,0.652267897,Raspywoodchuck,,,
49,0.554169871,0.225158248,0.22067188,drasticmum,,,
50,0.516115945,0.345663692,0.138220362,knackerkitten,,,
51,0.487137561,0.397269998,0.115592442,knackerkitten,,,
52,0.385016713,0.484832198,0.130151089,knackerkitten,,,
53,0.777817258,0.134955664,0.087227078,drasticmum,,,
54,0.0392879,0.711240489,0.249471611,Raspywoodchuck,,,
ketchup_vs_mustardB,drasticmum,individual mind,knackerkitten,Raspywoodchuck,user,,
0,1,0,0,0,drasticmum,,
1,1,0,0,0,drasticmum,,
2,0.338826055,0.661173945,0,0,individual mind,,
3,0.79986887,0.20013113,0,0,drasticmum,,
4,0.112269168,0.255520233,0.632210599,0,knackerkitten,,
5,0.545759669,0.142263246,0.311977085,0,drasticmum,,
6,0.164918236,0.637135847,0.197945917,0,individual mind,,
7,0.147728231,0.670579804,0.181691965,0,individual mind,,
8,0.528066897,0.368214364,0.103718739,0,drasticmum,,
9,0.111726485,0.170612493,0.277090406,0.440570616,Raspywoodchuck,,
10,0.284826706,0.108862301,0.18398499,0.422326003,drasticmum,,
11,0.26081892,0.389024473,0.137791781,0.212364826,individual mind,,
12,0.294111598,0.269364706,0.132810065,0.303713631,drasticmum,,
13,0.65277786,0.145124472,0.093711074,0.108386595,drasticmum,,
14,0.19475437,0.536209899,0.117008135,0.152027595,individual mind,,
15,0.344274819,0.484208069,0.074732246,0.096784867,drasticmum,,
16,0.185263001,0.038621325,0.647269531,0.128846143,drasticmum,,
17,0.192825132,0.371298713,0.191621029,0.244255126,individual mind,,
18,0.60529685,0.150242633,0.109808712,0.134651804,drasticmum,,
19,0.122387008,0.318326727,0.153930422,0.405355842,Raspywoodchuck,,
20,0.080768003,0.312808931,0.141914938,0.464508129,individual mind,,
21,0.158152794,0.305901868,0.122921302,0.413024036,Raspywoodchuck,,
22,0.078285165,0.173648545,0.254956605,0.493109686,Raspywoodchuck,,
23,0.402604694,0.177374013,0.18501105,0.235010242,drasticmum,,
24,0.18605987,0.449575542,0.191813826,0.172550763,individual mind,,
25,0.19810175,0.217482221,0.167927184,0.416488845,Raspywoodchuck,,
26,0.670046595,0.100802942,0.128545822,0.100604642,drasticmum,,
27,0.191965341,0.132109017,0.54564688,0.130278762,knackerkitten,,
28,0.10146183,0.44042578,0.306405778,0.151706613,individual mind,,
29,0.459581307,0.112001955,0.084216035,0.344200703,drasticmum,,
30,0.25799882,0.509311793,0.15087041,0.081818977,drasticmum,,
31,0.221422062,0.236329139,0.444470545,0.097778254,knackerkitten,,
32,0.422278481,0.253997534,0.143707467,0.180016517,drasticmum,,
33,0.096520402,0.11357057,0.160310424,0.629598605,Raspywoodchuck,,
34,0.300484226,0.17997278,0.462391982,0.057151012,knackerkitten,,
35,0.418504161,0.368470411,0.131577946,0.081447483,drasticmum,,
36,0.061981622,0.055559776,0.313470392,0.56898821,knackerkitten,,
37,0.240461483,0.473131245,0.143115601,0.143291672,individual mind,,
38,0.372467885,0.44543903,0.091116632,0.090976453,drasticmum,,
39,0.154006023,0.228460816,0.221891274,0.395641887,Raspywoodchuck,,
40,0.255993641,0.18450833,0.448127101,0.111370928,knackerkitten,,
41,0.135832973,0.056696042,0.773971697,0.033499288,drasticmum,,
42,0.243369146,0.383797739,0.225466853,0.147366263,individual mind,,
43,0.04660988,0.018053717,0.011124828,0.924211575,drasticmum,,
44,0.070738422,0.234751603,0.428454664,0.26605531,Raspywoodchuck,,
45,0.081567572,0.271046216,0.220694472,0.426691739,individual mind,,
46,0.358123595,0.254616737,0.165612504,0.221647164,drasticmum,,
47,0.53408304,0.176327186,0.134292318,0.155297457,drasticmum,,
48,0.409728494,0.147827333,0.255125583,0.187318589,drasticmum,,
aiC,mirrormoth,susancase1983,honkyhornet,magnetmussel,user,,
0,1,0,0,0,mirrormoth,,
1,1,0,0,0,mirrormoth,,
2,0.05223747,0.94776253,0,0,susancase1983,,
3,0.947572803,0.052427197,0,0,mirrormoth,,
4,0.336987739,0.037846569,0.625165692,0,honkyhornet,,
5,0.174825955,0.690374518,0.134799527,0,susancase1983,,
6,0.039715981,0.036983373,0.038877485,0.884423161,magnetmussel,,
7,0.139262356,0.680177098,0.150567356,0.02999319,susancase1983,,
8,0.09323608,0.770107443,0.10670088,0.029955596,susancase1983,,
9,0.260592771,0.060735446,0.650171214,0.028500569,honkyhornet,,
10,0.087400259,0.22295857,0.064865687,0.624775484,magnetmussel,,
11,0.107842475,0.665170688,0.081851292,0.145135545,susancase1983,,
12,0.139265649,0.126058314,0.586929911,0.147746126,honkyhornet,,
13,0.092237233,0.544504003,0.175632579,0.187626184,susancase1983,,
14,0.603754988,0.149582712,0.130128572,0.116533728,mirrormoth,,
15,0.134387438,0.202892314,0.108107362,0.554612886,magnetmussel,,
16,0.140511502,0.145711979,0.608012035,0.105764483,honkyhornet,,
17,0.109487616,0.137334385,0.08807421,0.665103789,magnetmussel,,
18,0.722588996,0.085947028,0.083196502,0.108267475,mirrormoth,,
19,0.092285066,0.599750687,0.197383944,0.110580303,susancase1983,,
20,0.133981767,0.627271712,0.141037755,0.097708767,susancase1983,,
21,0.067726891,0.070159314,0.068960671,0.793153124,magnetmussel,,
22,0.184585104,0.147045761,0.609969478,0.058399658,honkyhornet,,
23,0.082467248,0.249507499,0.096076292,0.571948962,magnetmussel,,
24,0.086710994,0.184573328,0.084518762,0.644196916,magnetmussel,,
25,0.43757583,0.297061311,0.075092295,0.190270564,mirrormoth,,
26,0.157819426,0.161684574,0.105313542,0.575182459,magnetmussel,,
27,0.114587554,0.148548501,0.644176063,0.092687881,honkyhornet,,
28,0.076332794,0.752537233,0.058063747,0.113066226,susancase1983,,
29,0.219593379,0.056144938,0.61161546,0.112646223,honkyhornet,,
30,0.388611412,0.035475183,0.500433899,0.075479505,mirrormoth,,
31,0.327009988,0.027522773,0.313862997,0.331604243,magnetmussel,,
32,0.164812141,0.017949766,0.220677332,0.596560761,honkyhornet,,
33,0.578907891,0.054626231,0.173064305,0.193401574,mirrormoth,,
34,0.348526849,0.030520904,0.275417132,0.345535115,mirrormoth,,
35,0.206695339,0.053098096,0.56333973,0.176866834,honkyhornet,,
36,0.201467857,0.402762151,0.248443828,0.147326164,susancase1983,,
37,0.129963044,0.285494872,0.193259855,0.39128223,magnetmussel,,
38,0.47351335,0.325653582,0.106067641,0.094765427,susancase1983,,
39,0.107397124,0.555376578,0.156343885,0.180882413,susancase1983,,
40,0.543455567,0.056483283,0.117031224,0.283029926,magnetmussel,,
41,0.44377948,0.044200423,0.264393594,0.247626503,honkyhornet,,
42,0.378345453,0.052998481,0.292208037,0.276448028,honkyhornet,,
43,0.078784555,0.015297126,0.075098371,0.830819947,mirrormoth,,
44,0.195944192,0.296630623,0.310087735,0.19733745,susancase1983,,
children_devicesC,magnetmussel,honkyhornet,susancase1983,mirrormoth,user,,
0,1,0,0,0,magnetmussel,,
1,1,0,0,0,magnetmussel,,
2,0.177328192,0.822671808,0,0,honkyhornet,,
3,0.7239602,0.2760398,0,0,magnetmussel,,
4,0.15314929,0.210120601,0.636730109,0,susancase1983,,
5,0.475677934,0.163309432,0.361012635,0,magnetmussel,,
6,0.187181701,0.286169123,0.165159955,0.361489221,mirrormoth,,
7,0.207588837,0.476161303,0.153112178,0.163137683,honkyhornet,,
8,0.100737717,0.112871587,0.699750149,0.086640547,susancase1983,,
9,0.393533684,0.140488499,0.044850604,0.421127212,magnetmussel,,
10,0.567327799,0.134624075,0.057438862,0.240609264,magnetmussel,,
11,0.124582807,0.523217687,0.06937644,0.282823065,honkyhornet,,
12,0.312537937,0.38438746,0.0423071,0.260767503,honkyhornet,,
13,0.713756748,0.10650995,0.059234983,0.120498319,magnetmussel,,
14,0.082027386,0.352333851,0.057048657,0.508590106,mirrormoth,,
15,0.260898083,0.072635934,0.58893065,0.077535333,susancase1983,,
16,0.262610809,0.265627776,0.032184314,0.439577101,magnetmussel,,
17,0.239735512,0.471898693,0.061274045,0.227091751,honkyhornet,,
18,0.112040181,0.141973034,0.628907881,0.117078905,susancase1983,,
19,0.594385765,0.117342524,0.177864508,0.110407203,magnetmussel,,
20,0.132346657,0.133944635,0.631186757,0.102521951,susancase1983,,
21,0.063669788,0.164197951,0.429813122,0.342319139,susancase1983,,
22,0.643230865,0.141472693,0.098052211,0.117244232,magnetmussel,,
23,0.108248703,0.717983043,0.085676018,0.088092236,honkyhornet,,
24,0.391481399,0.062113065,0.462903367,0.083502169,susancase1983,,
25,0.607964891,0.1059643,0.178040802,0.108030006,magnetmussel,,
26,0.528774585,0.076295831,0.137820656,0.257108927,magnetmussel,,
27,0.531059494,0.058801514,0.075411209,0.334727784,magnetmussel,,
28,0.283619065,0.064443857,0.104425681,0.547511397,mirrormoth,,
29,0.141500575,0.081267211,0.541065844,0.23616637,susancase1983,,
30,0.370730289,0.048974883,0.150329867,0.429964961,mirrormoth,,
31,0.467913015,0.086675885,0.331868597,0.113542503,magnetmussel,,
32,0.33240751,0.051865345,0.520115563,0.095611583,magnetmussel,,
33,0.804265295,0.050631878,0.07356911,0.071533717,magnetmussel,,
34,0.050272179,0.106899795,0.774319916,0.068508111,susancase1983,,
35,0.072909141,0.105772984,0.102764539,0.718553336,mirrormoth,,
36,0.051998743,0.121179446,0.614631012,0.212190799,susancase1983,,
37,0.092768896,0.076513815,0.148390841,0.682326448,mirrormoth,,
38,0.071585127,0.664894807,0.129299889,0.134220177,honkyhornet,,
39,0.061804982,0.096932395,0.665097824,0.176164799,susancase1983,,
40,0.043051005,0.513617489,0.344384023,0.098947484,honkyhornet,,
41,0.814920172,0.063748751,0.063213888,0.058117188,magnetmussel,,
42,0.027726309,0.351498169,0.230387781,0.39038774,mirrormoth,,
43,0.610853708,0.128402768,0.145807555,0.11493597,magnetmussel,,
44,0.223126359,0.15666423,0.498003,0.122206411,susancase1983,,
45,0.224971305,0.509201527,0.156145899,0.109681269,honkyhornet,,
46,0.385672548,0.1000138,0.105285685,0.409027967,magnetmussel,,
47,0.170730878,0.101795467,0.539832005,0.18764165,susancase1983,,
48,0.572755357,0.11346117,0.103553002,0.210230471,magnetmussel,,
49,0.074604593,0.150725289,0.695276918,0.079393201,susancase1983,,
50,0.117074617,0.144826638,0.485260615,0.25283813,susancase1983,,
51,0.111089491,0.106358519,0.515608898,0.266943093,susancase1983,,
52,0.096680752,0.092359926,0.28364123,0.527318091,mirrormoth,,
53,0.058692369,0.053109706,0.319351409,0.568846517,susancase1983,,
54,0.098628462,0.132710821,0.191211669,0.577449047,mirrormoth,,
55,0.089221552,0.728036192,0.078730908,0.104011348,honkyhornet,,
56,0.121318156,0.056017205,0.332754344,0.489910295,mirrormoth,,
57,0.058366763,0.027591426,0.24086862,0.673173191,susancase1983,,
58,0.079250697,0.040324467,0.363494604,0.516930232,susancase1983,,
59,0.072701531,0.041722062,0.509306971,0.376269436,mirrormoth,,
60,0.07923037,0.044724869,0.384785764,0.491258997,susancase1983,,
61,0.090324003,0.393038332,0.277140266,0.239497399,honkyhornet,,
62,0.260876074,0.341465345,0.220101238,0.177557343,magnetmussel,,
63,0.322356989,0.298759933,0.181688737,0.197194341,magnetmussel,,
64,0.184394237,0.197049613,0.357991712,0.260564438,susancase1983,,
65,0.143154452,0.127405089,0.539294325,0.190146134,susancase1983,,
66,0.056876288,0.223124447,0.641547908,0.078451356,honkyhornet,,
67,0.088435447,0.461854799,0.329227396,0.120482359,susancase1983,,
68,0.411149539,0.080240072,0.351474339,0.157136051,susancase1983,,
69,0.523877506,0.091465484,0.214258814,0.170398196,magnetmussel,,
70,0.182561005,0.571068303,0.144987763,0.101382929,honkyhornet,,
71,0.144100674,0.087339014,0.264914806,0.503645506,mirrormoth,,
72,0.488552696,0.129940943,0.219436542,0.162069819,magnetmussel,,
73,0.237341138,0.381513794,0.254356422,0.126788646,honkyhornet,,
74,0.273001564,0.3046003,0.304441741,0.117956394,susancase1983,,
ketchup_vs_mustardC,magnetmussel,susancase1983,honkyhornet,mirrormoth,user,,
0,1,0,0,0,magnetmussel,,
1,1,0,0,0,magnetmussel,,
2,1,0,0,0,magnetmussel,,
3,0.22164535,0.77835465,0,0,susancase1983,,
4,0.124606199,0.875393801,0,0,susancase1983,,
5,0.889141312,0.110858688,0,0,magnetmussel,,
6,0.178757391,0.12785835,0.693384259,0,honkyhornet,,
7,0.638827232,0.226611315,0.134561452,0,magnetmussel,,
8,0.131339679,0.687888936,0.180771385,0,susancase1983,,
9,0.470603875,0.11723178,0.412164345,0,magnetmussel,,
10,0.468645024,0.134755293,0.396599682,0,magnetmussel,,
11,0.713510124,0.101882634,0.184607242,0,magnetmussel,,
12,0.103344011,0.701120044,0.195535945,0,susancase1983,,
13,0.538037585,0.11054005,0.351422365,0,magnetmussel,,
14,0.140497959,0.109712497,0.172650212,0.577139331,mirrormoth,,
15,0.274573943,0.0963096,0.538778666,0.090337791,honkyhornet,,
16,0.163747387,0.265782645,0.524889181,0.045580787,susancase1983,,
17,0.322376349,0.346936914,0.265386328,0.065300409,susancase1983,,
18,0.160973796,0.129175208,0.120444815,0.589406182,mirrormoth,,
19,0.239699683,0.433246748,0.281464977,0.045588592,magnetmussel,,
20,0.13059465,0.561087058,0.129460542,0.178857749,susancase1983,,
21,0.235987505,0.132836461,0.185729068,0.445446967,mirrormoth,,
22,0.121968058,0.571320761,0.111713026,0.194998156,susancase1983,,
23,0.327758292,0.282635514,0.291040318,0.098565876,susancase1983,,
24,0.208779635,0.15587486,0.180018327,0.455327178,mirrormoth,,
25,0.666795703,0.091493565,0.098735272,0.14297546,magnetmussel,,
26,0.058403091,0.474650154,0.333594449,0.133352307,susancase1983,,
27,0.382383467,0.318029119,0.211142018,0.088445396,magnetmussel,,
28,0.228236304,0.549157445,0.13635211,0.08625414,susancase1983,,
29,0.079844239,0.063999667,0.73542443,0.120731664,honkyhornet,,
30,0.25701885,0.473008288,0.05841082,0.211562043,susancase1983,,
31,0.113361134,0.331404193,0.34015576,0.215078912,honkyhornet,,
32,0.107306492,0.31912023,0.263950219,0.309623059,mirrormoth,,
33,0.599518365,0.148044429,0.123321982,0.129115223,magnetmussel,,
34,0.931322071,0.011288063,0.047532409,0.009857458,honkyhornet,,
35,0.272632474,0.447629427,0.060883544,0.218854555,magnetmussel,,
36,0.189273286,0.468600312,0.072966454,0.269159948,susancase1983,,
37,0.059173814,0.233526252,0.656120698,0.051179237,susancase1983,,
pineapple_on_pizzaC,magnetmussel,susancase1983,honkyhornet,mirrormoth,user,,
0,1,0,0,0,magnetmussel,,
1,1,0,0,0,magnetmussel,,
2,0.457122847,0.542877153,0,0,susancase1983,,
3,0.284923492,0.259034752,0.456041756,0,honkyhornet,,
4,0.537717021,0.170332471,0.291950508,0,magnetmussel,,
5,0.715685637,0.124521986,0.159792377,0,magnetmussel,,
6,0.058596533,0.187104425,0.474781973,0.279517069,mirrormoth,,
7,0.076224084,0.564205023,0.175397288,0.184173606,susancase1983,,
8,0.035091882,0.052820354,0.165620823,0.746466941,honkyhornet,,
9,0.071278756,0.172441274,0.358285457,0.397994514,mirrormoth,,
10,0.649367102,0.246558442,0.05690469,0.047169766,susancase1983,,
11,0.073830002,0.579539441,0.1523916,0.194238957,susancase1983,,
12,0.209309709,0.083011105,0.214543897,0.493135288,mirrormoth,,
13,0.062029973,0.282145904,0.574602409,0.081221714,honkyhornet,,
14,0.682642534,0.113283979,0.141110585,0.062962902,magnetmussel,,
15,0.062193967,0.560461959,0.111248682,0.266095392,susancase1983,,
16,0.071568834,0.590164919,0.127761645,0.210504602,susancase1983,,
17,0.480747562,0.259226635,0.148270209,0.111755594,magnetmussel,,
18,0.153038393,0.452452039,0.073548472,0.320961096,susancase1983,,
19,0.093779044,0.579501101,0.062751835,0.26396802,susancase1983,,
20,0.500774703,0.127600893,0.088495862,0.283128542,magnetmussel,,
21,0.21892894,0.088443143,0.285266331,0.407361586,honkyhornet,,
22,0.259146962,0.069338478,0.41592821,0.25558635,mirrormoth,,
23,0.311760344,0.363818923,0.15330779,0.171112943,susancase1983,,
24,0.62188415,0.155673048,0.107444206,0.114998596,magnetmussel,,
25,0.046749258,0.139778739,0.531646869,0.281825134,mirrormoth,,
26,0.047625617,0.33519169,0.327917562,0.289265131,susancase1983,,
27,0.038657226,0.158268926,0.57741291,0.225660938,mirrormoth,,
28,0.306169845,0.130850897,0.23555208,0.327427178,magnetmussel,,
29,0.339035882,0.104446584,0.260762924,0.295754611,honkyhornet,,
30,0.203960335,0.41831492,0.220226898,0.157497847,susancase1983,,
31,0.561182152,0.204647283,0.125761363,0.108409203,magnetmussel,,
32,0.148452033,0.391747543,0.355537525,0.1042629,honkyhornet,,
33,0.276062441,0.440621012,0.190617893,0.092698654,susancase1983,,
34,0.29229843,0.496147793,0.134249117,0.07730466,susancase1983,,
35,0.373643405,0.450282122,0.113372461,0.062702013,magnetmussel,,
36,0.063785438,0.057426719,0.344080141,0.534707701,honkyhornet,,
37,0.506140442,0.141434055,0.186249329,0.166176175,magnetmussel,,
38,0.063838967,0.237666452,0.328942876,0.369551705,susancase1983,,
children_devicesP,koolkapel,nationalyuity,anklefuvet,copperbrilly,user,,
0,1,0,0,0,koolkapel,,
1,0.128120159,0.871879841,0,0,nationalyuity,,
2,0.251590494,0.748409506,0,0,nationalyuity,,
3,0.430281946,0.146665151,0.423052904,0,anklefuvet,,
4,0.229052992,0.583215829,0.187731179,0,nationalyuity,,
5,0.282074913,0.449456164,0.268468924,0,nationalyuity,,
6,0.700178714,0.169663231,0.130158056,0,koolkapel,,
7,0.137504263,0.095122025,0.086383401,0.680990311,copperbrilly,,
8,0.133431123,0.115126168,0.624168265,0.127274444,anklefuvet,,
9,0.07701023,0.769064478,0.089632329,0.064292962,nationalyuity,,
10,0.192451791,0.05526967,0.145925177,0.606353362,copperbrilly,,
11,0.233960925,0.576552906,0.082569244,0.106916925,nationalyuity,,
12,0.414600608,0.086069496,0.089125623,0.410204273,koolkapel,,
13,0.180525641,0.102631965,0.514939582,0.201902813,anklefuvet,,
14,0.205848104,0.072895719,0.492442706,0.22881347,anklefuvet,,
15,0.12387662,0.674457849,0.088606569,0.113058961,nationalyuity,,
16,0.281855548,0.431341746,0.111591098,0.175211607,nationalyuity,,
